state,municipality,vehicle_type,vehicle_species,axles,vehicle_count
ACRE,ACRELANDIA,AUTOMOVEL,COLECAO,0,1
ACRE,ACRELANDIA,AUTOMOVEL,PASSAGEIRO,0,1339
ACRE,ACRELANDIA,AUTOMOVEL,PASSAGEIRO,2,632
ACRE,ACRELANDIA,CAMINHAO,CARGA,0,155
ACRE,ACRELANDIA,CAMINHAO,CARGA,1,2
ACRE,ACRELANDIA,CAMINHAO,CARGA,2,122
ACRE,ACRELANDIA,CAMINHAO,CARGA,3,140
ACRE,ACRELANDIA,CAMINHAO,CARGA,4,2
ACRE,ACRELANDIA,CAMINHAO,ESPECIAL,0,1
ACRE,ACRELANDIA,CAMINHAO,ESPECIAL,2,6
ACRE,ACRELANDIA,CAMINHAO TRATOR,TRACAO,0,2
ACRE,ACRELANDIA,CAMINHAO TRATOR,TRACAO,2,5
ACRE,ACRELANDIA,CAMINHAO TRATOR,TRACAO,3,33
ACRE,ACRELANDIA,CAMINHONETE,CARGA,0,258
ACRE,ACRELANDIA,CAMINHONETE,CARGA,2,96
ACRE,ACRELANDIA,CAMINHONETE,ESPECIAL,0,266
ACRE,ACRELANDIA,CAMINHONETE,ESPECIAL,2,429
ACRE,ACRELANDIA,CAMIONETA,CARGA,0,33
ACRE,ACRELANDIA,CAMIONETA,MISTO,0,34
ACRE,ACRELANDIA,CAMIONETA,MISTO,2,33
ACRE,ACRELANDIA,CICLOMOTOR,PASSAGEIRO,0,7
ACRE,ACRELANDIA,MICROONIBUS,PASSAGEIRO,0,4
ACRE,ACRELANDIA,MICROONIBUS,PASSAGEIRO,2,11
ACRE,ACRELANDIA,MOTOCICLETA,CARGA,0,10
ACRE,ACRELANDIA,MOTOCICLETA,PASSAGEIRO,0,4392
ACRE,ACRELANDIA,MOTOCICLETA,PASSAGEIRO,2,1
ACRE,ACRELANDIA,MOTONETA,PASSAGEIRO,0,597
ACRE,ACRELANDIA,MOTOR-CASA,ESPECIAL,2,1
ACRE,ACRELANDIA,MOTOR-CASA,ESPECIAL,4,1
ACRE,ACRELANDIA,ONIBUS,PASSAGEIRO,0,30
ACRE,ACRELANDIA,ONIBUS,PASSAGEIRO,2,20
ACRE,ACRELANDIA,REBOQUE,CARGA,0,18
ACRE,ACRELANDIA,REBOQUE,CARGA,1,89
ACRE,ACRELANDIA,REBOQUE,CARGA,2,15
ACRE,ACRELANDIA,REBOQUE,CARGA,3,9
ACRE,ACRELANDIA,REBOQUE,CARGA,4,1
ACRE,ACRELANDIA,REBOQUE,ESPECIAL,2,5
ACRE,ACRELANDIA,REBOQUE,ESPECIAL,3,1
ACRE,ACRELANDIA,SEMI-REBOQUE,CARGA,0,5
ACRE,ACRELANDIA,SEMI-REBOQUE,CARGA,1,9
ACRE,ACRELANDIA,SEMI-REBOQUE,CARGA,2,19
ACRE,ACRELANDIA,SEMI-REBOQUE,CARGA,3,25
ACRE,ACRELANDIA,SEMI-REBOQUE,ESPECIAL,2,3
ACRE,ACRELANDIA,Sem Informação,Sem Informação,0,1
ACRE,ACRELANDIA,TRICICLO,CARGA,0,1
ACRE,ACRELANDIA,UTILITARIO,MISTO,0,8
ACRE,ACRELANDIA,UTILITARIO,MISTO,2,20
ACRE,ASSIS BRASIL,AUTOMOVEL,PASSAGEIRO,0,300
ACRE,ASSIS BRASIL,AUTOMOVEL,PASSAGEIRO,2,148
ACRE,ASSIS BRASIL,CAMINHAO,CARGA,0,16
ACRE,ASSIS BRASIL,CAMINHAO,CARGA,2,9
ACRE,ASSIS BRASIL,CAMINHAO,CARGA,3,3
ACRE,ASSIS BRASIL,CAMINHAO,ESPECIAL,2,1
ACRE,ASSIS BRASIL,CAMINHAO TRATOR,TRACAO,3,1
ACRE,ASSIS BRASIL,CAMINHONETE,CARGA,0,90
ACRE,ASSIS BRASIL,CAMINHONETE,CARGA,2,60
ACRE,ASSIS BRASIL,CAMINHONETE,ESPECIAL,0,48
ACRE,ASSIS BRASIL,CAMINHONETE,ESPECIAL,2,62
ACRE,ASSIS BRASIL,CAMIONETA,CARGA,0,4
ACRE,ASSIS BRASIL,CAMIONETA,CARGA,2,2
ACRE,ASSIS BRASIL,CAMIONETA,MISTO,0,5
ACRE,ASSIS BRASIL,CAMIONETA,MISTO,2,12
ACRE,ASSIS BRASIL,CAMIONETA,PASSAGEIRO,0,1
ACRE,ASSIS BRASIL,CICLOMOTOR,PASSAGEIRO,0,5
ACRE,ASSIS BRASIL,MICROONIBUS,PASSAGEIRO,0,2
ACRE,ASSIS BRASIL,MICROONIBUS,PASSAGEIRO,2,3
ACRE,ASSIS BRASIL,MOTOCICLETA,CARGA,0,9
ACRE,ASSIS BRASIL,MOTOCICLETA,PASSAGEIRO,0,1637
ACRE,ASSIS BRASIL,MOTONETA,PASSAGEIRO,0,157
ACRE,ASSIS BRASIL,ONIBUS,PASSAGEIRO,2,6
ACRE,ASSIS BRASIL,REBOQUE,CARGA,0,4
ACRE,ASSIS BRASIL,REBOQUE,CARGA,1,29
ACRE,ASSIS BRASIL,REBOQUE,CARGA,2,2
ACRE,ASSIS BRASIL,REBOQUE,CARGA,3,1
ACRE,ASSIS BRASIL,REBOQUE,ESPECIAL,2,1
ACRE,ASSIS BRASIL,SEMI-REBOQUE,CARGA,1,3
ACRE,ASSIS BRASIL,SEMI-REBOQUE,CARGA,2,2
ACRE,ASSIS BRASIL,SEMI-REBOQUE,ESPECIAL,2,1
ACRE,ASSIS BRASIL,UTILITARIO,MISTO,0,3
ACRE,ASSIS BRASIL,UTILITARIO,MISTO,2,3
ACRE,BRASILEIA,AUTOMOVEL,MISTO,0,4
ACRE,BRASILEIA,AUTOMOVEL,PASSAGEIRO,0,2092
ACRE,BRASILEIA,AUTOMOVEL,PASSAGEIRO,2,1167
ACRE,BRASILEIA,CAMINHAO,CARGA,0,108
ACRE,BRASILEIA,CAMINHAO,CARGA,2,157
ACRE,BRASILEIA,CAMINHAO,CARGA,3,93
ACRE,BRASILEIA,CAMINHAO,CARGA,4,11
ACRE,BRASILEIA,CAMINHAO,ESPECIAL,0,3
ACRE,BRASILEIA,CAMINHAO,ESPECIAL,2,33
ACRE,BRASILEIA,CAMINHAO TRATOR,TRACAO,0,6
ACRE,BRASILEIA,CAMINHAO TRATOR,TRACAO,2,12
ACRE,BRASILEIA,CAMINHAO TRATOR,TRACAO,3,361
ACRE,BRASILEIA,CAMINHONETE,CARGA,0,443
ACRE,BRASILEIA,CAMINHONETE,CARGA,2,427
ACRE,BRASILEIA,CAMINHONETE,ESPECIAL,0,483
ACRE,BRASILEIA,CAMINHONETE,ESPECIAL,2,783
ACRE,BRASILEIA,CAMIONETA,CARGA,0,61
ACRE,BRASILEIA,CAMIONETA,CARGA,2,4
ACRE,BRASILEIA,CAMIONETA,MISTO,0,60
ACRE,BRASILEIA,CAMIONETA,MISTO,2,88
ACRE,BRASILEIA,CAMIONETA,PASSAGEIRO,0,1
ACRE,BRASILEIA,CICLOMOTOR,PASSAGEIRO,0,8
ACRE,BRASILEIA,MICROONIBUS,PASSAGEIRO,0,2
ACRE,BRASILEIA,MICROONIBUS,PASSAGEIRO,2,15
ACRE,BRASILEIA,MOTOCICLETA,CARGA,0,18
ACRE,BRASILEIA,MOTOCICLETA,PASSAGEIRO,0,6396
ACRE,BRASILEIA,MOTOCICLETA,PASSAGEIRO,2,7
ACRE,BRASILEIA,MOTONETA,PASSAGEIRO,0,1092
ACRE,BRASILEIA,MOTOR-CASA,ESPECIAL,0,1
ACRE,BRASILEIA,ONIBUS,PASSAGEIRO,0,9
ACRE,BRASILEIA,ONIBUS,PASSAGEIRO,2,19
ACRE,BRASILEIA,REBOQUE,CARGA,0,11
ACRE,BRASILEIA,REBOQUE,CARGA,1,148
ACRE,BRASILEIA,REBOQUE,CARGA,2,26
ACRE,BRASILEIA,REBOQUE,CARGA,3,1
ACRE,BRASILEIA,REBOQUE,ESPECIAL,0,1
ACRE,BRASILEIA,REBOQUE,ESPECIAL,1,1
ACRE,BRASILEIA,REBOQUE,ESPECIAL,2,59
ACRE,BRASILEIA,SEMI-REBOQUE,CARGA,0,11
ACRE,BRASILEIA,SEMI-REBOQUE,CARGA,1,4
ACRE,BRASILEIA,SEMI-REBOQUE,CARGA,2,190
ACRE,BRASILEIA,SEMI-REBOQUE,CARGA,3,348
ACRE,BRASILEIA,SEMI-REBOQUE,CARGA,4,26
ACRE,BRASILEIA,SEMI-REBOQUE,CARGA,30,1
ACRE,BRASILEIA,SEMI-REBOQUE,ESPECIAL,2,30
ACRE,BRASILEIA,Sem Informação,Sem Informação,0,6
ACRE,BRASILEIA,TRICICLO,CARGA,0,3
ACRE,BRASILEIA,UTILITARIO,MISTO,0,16
ACRE,BRASILEIA,UTILITARIO,MISTO,2,47
ACRE,BUJARI,AUTOMOVEL,MISTO,0,1
ACRE,BUJARI,AUTOMOVEL,PASSAGEIRO,0,618
ACRE,BUJARI,AUTOMOVEL,PASSAGEIRO,2,285
ACRE,BUJARI,CAMINHAO,CARGA,0,68
ACRE,BUJARI,CAMINHAO,CARGA,2,44
ACRE,BUJARI,CAMINHAO,CARGA,3,48
ACRE,BUJARI,CAMINHAO,ESPECIAL,2,2
ACRE,BUJARI,CAMINHAO TRATOR,TRACAO,0,5
ACRE,BUJARI,CAMINHAO TRATOR,TRACAO,2,5
ACRE,BUJARI,CAMINHAO TRATOR,TRACAO,3,50
ACRE,BUJARI,CAMINHONETE,CARGA,0,109
ACRE,BUJARI,CAMINHONETE,CARGA,2,142
ACRE,BUJARI,CAMINHONETE,ESPECIAL,0,90
ACRE,BUJARI,CAMINHONETE,ESPECIAL,2,164
ACRE,BUJARI,CAMIONETA,CARGA,0,9
ACRE,BUJARI,CAMIONETA,MISTO,0,5
ACRE,BUJARI,CAMIONETA,MISTO,2,14
ACRE,BUJARI,CAMIONETA,PASSAGEIRO,2,1
ACRE,BUJARI,CICLOMOTOR,PASSAGEIRO,0,11
ACRE,BUJARI,MICROONIBUS,PASSAGEIRO,0,2
ACRE,BUJARI,MICROONIBUS,PASSAGEIRO,2,4
ACRE,BUJARI,MOTOCICLETA,PASSAGEIRO,0,1730
ACRE,BUJARI,MOTONETA,PASSAGEIRO,0,144
ACRE,BUJARI,ONIBUS,PASSAGEIRO,0,5
ACRE,BUJARI,ONIBUS,PASSAGEIRO,2,13
ACRE,BUJARI,REBOQUE,CARGA,0,5
ACRE,BUJARI,REBOQUE,CARGA,1,42
ACRE,BUJARI,REBOQUE,CARGA,2,4
ACRE,BUJARI,REBOQUE,CARGA,3,4
ACRE,BUJARI,REBOQUE,ESPECIAL,0,3
ACRE,BUJARI,REBOQUE,ESPECIAL,2,4
ACRE,BUJARI,SEMI-REBOQUE,CARGA,0,16
ACRE,BUJARI,SEMI-REBOQUE,CARGA,1,1
ACRE,BUJARI,SEMI-REBOQUE,CARGA,2,32
ACRE,BUJARI,SEMI-REBOQUE,CARGA,3,17
ACRE,BUJARI,SEMI-REBOQUE,CARGA,4,1
ACRE,BUJARI,SEMI-REBOQUE,ESPECIAL,2,2
ACRE,BUJARI,Sem Informação,Sem Informação,0,2
ACRE,BUJARI,TRICICLO,CARGA,0,1
ACRE,BUJARI,UTILITARIO,MISTO,0,1
ACRE,BUJARI,UTILITARIO,MISTO,2,5
ACRE,CAPIXABA,AUTOMOVEL,MISTO,0,1
ACRE,CAPIXABA,AUTOMOVEL,PASSAGEIRO,0,605
ACRE,CAPIXABA,AUTOMOVEL,PASSAGEIRO,2,383
ACRE,CAPIXABA,CAMINHAO,CARGA,0,44
ACRE,CAPIXABA,CAMINHAO,CARGA,2,35
ACRE,CAPIXABA,CAMINHAO,CARGA,3,19
ACRE,CAPIXABA,CAMINHAO,CARGA,4,1
ACRE,CAPIXABA,CAMINHAO,ESPECIAL,2,1
ACRE,CAPIXABA,CAMINHAO TRATOR,TRACAO,0,1
ACRE,CAPIXABA,CAMINHAO TRATOR,TRACAO,2,1
ACRE,CAPIXABA,CAMINHAO TRATOR,TRACAO,3,8
ACRE,CAPIXABA,CAMINHONETE,CARGA,0,110
ACRE,CAPIXABA,CAMINHONETE,CARGA,2,48
ACRE,CAPIXABA,CAMINHONETE,ESPECIAL,0,79
ACRE,CAPIXABA,CAMINHONETE,ESPECIAL,2,166
ACRE,CAPIXABA,CAMIONETA,CARGA,0,8
ACRE,CAPIXABA,CAMIONETA,MISTO,0,11
ACRE,CAPIXABA,CAMIONETA,MISTO,2,14
ACRE,CAPIXABA,CICLOMOTOR,PASSAGEIRO,0,12
ACRE,CAPIXABA,MICROONIBUS,PASSAGEIRO,0,1
ACRE,CAPIXABA,MICROONIBUS,PASSAGEIRO,2,2
ACRE,CAPIXABA,MOTOCICLETA,CARGA,0,3
ACRE,CAPIXABA,MOTOCICLETA,PASSAGEIRO,0,1762
ACRE,CAPIXABA,MOTONETA,PASSAGEIRO,0,171
ACRE,CAPIXABA,ONIBUS,PASSAGEIRO,0,13
ACRE,CAPIXABA,ONIBUS,PASSAGEIRO,2,9
ACRE,CAPIXABA,REBOQUE,CARGA,0,6
ACRE,CAPIXABA,REBOQUE,CARGA,1,53
ACRE,CAPIXABA,REBOQUE,CARGA,2,4
ACRE,CAPIXABA,SEMI-REBOQUE,CARGA,0,1
ACRE,CAPIXABA,SEMI-REBOQUE,CARGA,1,1
ACRE,CAPIXABA,SEMI-REBOQUE,CARGA,2,10
ACRE,CAPIXABA,SEMI-REBOQUE,CARGA,3,8
ACRE,CAPIXABA,SEMI-REBOQUE,ESPECIAL,2,2
ACRE,CAPIXABA,UTILITARIO,MISTO,0,2
ACRE,CAPIXABA,UTILITARIO,MISTO,2,8
ACRE,CRUZEIRO DO SUL,AUTOMOVEL,CARGA,0,1
ACRE,CRUZEIRO DO SUL,AUTOMOVEL,ESPECIAL,0,2
ACRE,CRUZEIRO DO SUL,AUTOMOVEL,ESPECIAL,2,1
ACRE,CRUZEIRO DO SUL,AUTOMOVEL,MISTO,0,13
ACRE,CRUZEIRO DO SUL,AUTOMOVEL,MISTO,2,1
ACRE,CRUZEIRO DO SUL,AUTOMOVEL,PASSAGEIRO,0,5526
ACRE,CRUZEIRO DO SUL,AUTOMOVEL,PASSAGEIRO,2,3764
ACRE,CRUZEIRO DO SUL,AUTOMOVEL,PASSAGEIRO,5,1
ACRE,CRUZEIRO DO SUL,CAMINHAO,CARGA,0,235
ACRE,CRUZEIRO DO SUL,CAMINHAO,CARGA,1,2
ACRE,CRUZEIRO DO SUL,CAMINHAO,CARGA,2,287
ACRE,CRUZEIRO DO SUL,CAMINHAO,CARGA,3,241
ACRE,CRUZEIRO DO SUL,CAMINHAO,CARGA,4,11
ACRE,CRUZEIRO DO SUL,CAMINHAO,ESPECIAL,0,4
ACRE,CRUZEIRO DO SUL,CAMINHAO,ESPECIAL,2,61
ACRE,CRUZEIRO DO SUL,CAMINHAO,ESPECIAL,3,2
ACRE,CRUZEIRO DO SUL,CAMINHAO,ESPECIAL,4,1
ACRE,CRUZEIRO DO SUL,CAMINHAO,PASSAGEIRO,0,1
ACRE,CRUZEIRO DO SUL,CAMINHAO,TRACAO,2,1
ACRE,CRUZEIRO DO SUL,CAMINHAO TRATOR,CARGA,0,1
ACRE,CRUZEIRO DO SUL,CAMINHAO TRATOR,TRACAO,0,1
ACRE,CRUZEIRO DO SUL,CAMINHAO TRATOR,TRACAO,2,7
ACRE,CRUZEIRO DO SUL,CAMINHAO TRATOR,TRACAO,3,177
ACRE,CRUZEIRO DO SUL,CAMINHONETE,CARGA,0,805
ACRE,CRUZEIRO DO SUL,CAMINHONETE,CARGA,2,809
ACRE,CRUZEIRO DO SUL,CAMINHONETE,ESPECIAL,0,1144
ACRE,CRUZEIRO DO SUL,CAMINHONETE,ESPECIAL,2,1702
ACRE,CRUZEIRO DO SUL,CAMINHONETE,MISTO,2,1
ACRE,CRUZEIRO DO SUL,CAMINHONETE,PASSAGEIRO,0,1
ACRE,CRUZEIRO DO SUL,CAMIONETA,CARGA,0,118
ACRE,CRUZEIRO DO SUL,CAMIONETA,CARGA,2,14
ACRE,CRUZEIRO DO SUL,CAMIONETA,ESPECIAL,0,1
ACRE,CRUZEIRO DO SUL,CAMIONETA,ESPECIAL,2,1
ACRE,CRUZEIRO DO SUL,CAMIONETA,MISTO,0,278
ACRE,CRUZEIRO DO SUL,CAMIONETA,MISTO,2,285
ACRE,CRUZEIRO DO SUL,CAMIONETA,PASSAGEIRO,0,9
ACRE,CRUZEIRO DO SUL,CAMIONETA,PASSAGEIRO,2,1
ACRE,CRUZEIRO DO SUL,CAMIONETA,TRACAO,0,1
ACRE,CRUZEIRO DO SUL,CICLOMOTOR,PASSAGEIRO,0,44
ACRE,CRUZEIRO DO SUL,MICROONIBUS,PASSAGEIRO,0,28
ACRE,CRUZEIRO DO SUL,MICROONIBUS,PASSAGEIRO,2,37
ACRE,CRUZEIRO DO SUL,MOTOCICLETA,CARGA,0,70
ACRE,CRUZEIRO DO SUL,MOTOCICLETA,MISTO,0,1
ACRE,CRUZEIRO DO SUL,MOTOCICLETA,PASSAGEIRO,0,22667
ACRE,CRUZEIRO DO SUL,MOTOCICLETA,PASSAGEIRO,2,4
ACRE,CRUZEIRO DO SUL,MOTONETA,PASSAGEIRO,0,10291
ACRE,CRUZEIRO DO SUL,MOTONETA,PASSAGEIRO,2,1
ACRE,CRUZEIRO DO SUL,MOTOR-CASA,ESPECIAL,2,1
ACRE,CRUZEIRO DO SUL,ONIBUS,PASSAGEIRO,0,56
ACRE,CRUZEIRO DO SUL,ONIBUS,PASSAGEIRO,2,36
ACRE,CRUZEIRO DO SUL,REBOQUE,CARGA,0,5
ACRE,CRUZEIRO DO SUL,REBOQUE,CARGA,1,127
ACRE,CRUZEIRO DO SUL,REBOQUE,CARGA,2,23
ACRE,CRUZEIRO DO SUL,REBOQUE,CARGA,3,2
ACRE,CRUZEIRO DO SUL,REBOQUE,CARGA,4,5
ACRE,CRUZEIRO DO SUL,REBOQUE,ESPECIAL,2,26
ACRE,CRUZEIRO DO SUL,SEMI-REBOQUE,CARGA,0,6
ACRE,CRUZEIRO DO SUL,SEMI-REBOQUE,CARGA,1,28
ACRE,CRUZEIRO DO SUL,SEMI-REBOQUE,CARGA,2,126
ACRE,CRUZEIRO DO SUL,SEMI-REBOQUE,CARGA,3,169
ACRE,CRUZEIRO DO SUL,SEMI-REBOQUE,CARGA,4,32
ACRE,CRUZEIRO DO SUL,SEMI-REBOQUE,ESPECIAL,2,23
ACRE,CRUZEIRO DO SUL,Sem Informação,Sem Informação,0,52
ACRE,CRUZEIRO DO SUL,TRICICLO,CARGA,0,4
ACRE,CRUZEIRO DO SUL,TRICICLO,CARGA,2,13
ACRE,CRUZEIRO DO SUL,TRICICLO,PASSAGEIRO,0,1
ACRE,CRUZEIRO DO SUL,UTILITARIO,MISTO,0,67
ACRE,CRUZEIRO DO SUL,UTILITARIO,MISTO,2,171
ACRE,EPITACIOLANDIA,AUTOMOVEL,ESPECIAL,2,1
ACRE,EPITACIOLANDIA,AUTOMOVEL,MISTO,0,2
ACRE,EPITACIOLANDIA,AUTOMOVEL,PASSAGEIRO,0,1573
ACRE,EPITACIOLANDIA,AUTOMOVEL,PASSAGEIRO,2,995
ACRE,EPITACIOLANDIA,CAMINHAO,CARGA,0,88
ACRE,EPITACIOLANDIA,CAMINHAO,CARGA,1,1
ACRE,EPITACIOLANDIA,CAMINHAO,CARGA,2,108
ACRE,EPITACIOLANDIA,CAMINHAO,CARGA,3,104
ACRE,EPITACIOLANDIA,CAMINHAO,CARGA,4,8
ACRE,EPITACIOLANDIA,CAMINHAO,ESPECIAL,0,2
ACRE,EPITACIOLANDIA,CAMINHAO,ESPECIAL,2,45
ACRE,EPITACIOLANDIA,CAMINHAO,ESPECIAL,3,2
ACRE,EPITACIOLANDIA,CAMINHAO,ESPECIAL,4,1
ACRE,EPITACIOLANDIA,CAMINHAO TRATOR,TRACAO,0,2
ACRE,EPITACIOLANDIA,CAMINHAO TRATOR,TRACAO,2,8
ACRE,EPITACIOLANDIA,CAMINHAO TRATOR,TRACAO,3,96
ACRE,EPITACIOLANDIA,CAMINHAO TRATOR,TRACAO,5,1
ACRE,EPITACIOLANDIA,CAMINHONETE,CARGA,0,286
ACRE,EPITACIOLANDIA,CAMINHONETE,CARGA,2,238
ACRE,EPITACIOLANDIA,CAMINHONETE,ESPECIAL,0,381
ACRE,EPITACIOLANDIA,CAMINHONETE,ESPECIAL,1,1
ACRE,EPITACIOLANDIA,CAMINHONETE,ESPECIAL,2,539
ACRE,EPITACIOLANDIA,CAMIONETA,CARGA,0,46
ACRE,EPITACIOLANDIA,CAMIONETA,CARGA,2,5
ACRE,EPITACIOLANDIA,CAMIONETA,MISTO,0,60
ACRE,EPITACIOLANDIA,CAMIONETA,MISTO,2,62
ACRE,EPITACIOLANDIA,CAMIONETA,PASSAGEIRO,0,2
ACRE,EPITACIOLANDIA,CAMIONETA,PASSAGEIRO,2,1
ACRE,EPITACIOLANDIA,CICLOMOTOR,PASSAGEIRO,0,8
ACRE,EPITACIOLANDIA,MICROONIBUS,PASSAGEIRO,0,5
ACRE,EPITACIOLANDIA,MICROONIBUS,PASSAGEIRO,2,11
ACRE,EPITACIOLANDIA,MOTOCICLETA,CARGA,0,27
ACRE,EPITACIOLANDIA,MOTOCICLETA,PASSAGEIRO,0,3487
ACRE,EPITACIOLANDIA,MOTOCICLETA,PASSAGEIRO,2,1
ACRE,EPITACIOLANDIA,MOTONETA,PASSAGEIRO,0,889
ACRE,EPITACIOLANDIA,ONIBUS,PASSAGEIRO,0,12
ACRE,EPITACIOLANDIA,ONIBUS,PASSAGEIRO,2,12
ACRE,EPITACIOLANDIA,REBOQUE,CARGA,0,9
ACRE,EPITACIOLANDIA,REBOQUE,CARGA,1,121
ACRE,EPITACIOLANDIA,REBOQUE,CARGA,2,15
ACRE,EPITACIOLANDIA,REBOQUE,CARGA,3,6
ACRE,EPITACIOLANDIA,REBOQUE,ESPECIAL,2,25
ACRE,EPITACIOLANDIA,SEMI-REBOQUE,CARGA,0,7
ACRE,EPITACIOLANDIA,SEMI-REBOQUE,CARGA,1,1
ACRE,EPITACIOLANDIA,SEMI-REBOQUE,CARGA,2,89
ACRE,EPITACIOLANDIA,SEMI-REBOQUE,CARGA,3,64
ACRE,EPITACIOLANDIA,SEMI-REBOQUE,CARGA,4,4
ACRE,EPITACIOLANDIA,SEMI-REBOQUE,ESPECIAL,2,4
ACRE,EPITACIOLANDIA,Sem Informação,Sem Informação,0,3
ACRE,EPITACIOLANDIA,TRICICLO,CARGA,0,3
ACRE,EPITACIOLANDIA,UTILITARIO,MISTO,0,6
ACRE,EPITACIOLANDIA,UTILITARIO,MISTO,2,27
ACRE,FEIJO,AUTOMOVEL,COLECAO,0,1
ACRE,FEIJO,AUTOMOVEL,MISTO,0,1
ACRE,FEIJO,AUTOMOVEL,PASSAGEIRO,0,476
ACRE,FEIJO,AUTOMOVEL,PASSAGEIRO,2,385
ACRE,FEIJO,CAMINHAO,CARGA,0,50
ACRE,FEIJO,CAMINHAO,CARGA,1,1
ACRE,FEIJO,CAMINHAO,CARGA,2,31
ACRE,FEIJO,CAMINHAO,CARGA,3,31
ACRE,FEIJO,CAMINHAO,CARGA,4,2
ACRE,FEIJO,CAMINHAO,ESPECIAL,2,3
ACRE,FEIJO,CAMINHAO TRATOR,TRACAO,0,1
ACRE,FEIJO,CAMINHAO TRATOR,TRACAO,2,1
ACRE,FEIJO,CAMINHAO TRATOR,TRACAO,3,3
ACRE,FEIJO,CAMINHONETE,CARGA,0,70
ACRE,FEIJO,CAMINHONETE,CARGA,2,64
ACRE,FEIJO,CAMINHONETE,ESPECIAL,0,96
ACRE,FEIJO,CAMINHONETE,ESPECIAL,2,248
ACRE,FEIJO,CAMINHONETE,MISTO,2,1
ACRE,FEIJO,CAMIONETA,CARGA,0,8
ACRE,FEIJO,CAMIONETA,CARGA,2,3
ACRE,FEIJO,CAMIONETA,MISTO,0,16
ACRE,FEIJO,CAMIONETA,MISTO,2,33
ACRE,FEIJO,CICLOMOTOR,PASSAGEIRO,0,66
ACRE,FEIJO,MICROONIBUS,PASSAGEIRO,0,1
ACRE,FEIJO,MICROONIBUS,PASSAGEIRO,2,5
ACRE,FEIJO,MOTOCICLETA,CARGA,0,13
ACRE,FEIJO,MOTOCICLETA,PASSAGEIRO,0,3669
ACRE,FEIJO,MOTOCICLETA,PASSAGEIRO,2,1
ACRE,FEIJO,MOTONETA,PASSAGEIRO,0,996
ACRE,FEIJO,ONIBUS,PASSAGEIRO,0,1
ACRE,FEIJO,ONIBUS,PASSAGEIRO,2,9
ACRE,FEIJO,REBOQUE,CARGA,0,3
ACRE,FEIJO,REBOQUE,CARGA,1,41
ACRE,FEIJO,REBOQUE,CARGA,2,3
ACRE,FEIJO,SEMI-REBOQUE,CARGA,1,3
ACRE,FEIJO,SEMI-REBOQUE,CARGA,2,1
ACRE,FEIJO,SEMI-REBOQUE,CARGA,3,8
ACRE,FEIJO,Sem Informação,Sem Informação,0,4
ACRE,FEIJO,TRICICLO,CARGA,0,14
ACRE,FEIJO,TRICICLO,CARGA,2,17
ACRE,FEIJO,UTILITARIO,MISTO,0,3
ACRE,FEIJO,UTILITARIO,MISTO,2,14
ACRE,JORDAO,AUTOMOVEL,PASSAGEIRO,0,15
ACRE,JORDAO,AUTOMOVEL,PASSAGEIRO,2,8
ACRE,JORDAO,CAMINHAO,CARGA,0,2
ACRE,JORDAO,CAMINHAO,CARGA,3,4
ACRE,JORDAO,CAMINHAO,ESPECIAL,2,1
ACRE,JORDAO,CAMINHONETE,CARGA,0,9
ACRE,JORDAO,CAMINHONETE,CARGA,2,14
ACRE,JORDAO,CAMINHONETE,ESPECIAL,0,2
ACRE,JORDAO,CAMINHONETE,ESPECIAL,2,17
ACRE,JORDAO,CAMIONETA,MISTO,2,2
ACRE,JORDAO,MICROONIBUS,PASSAGEIRO,2,2
ACRE,JORDAO,MOTOCICLETA,PASSAGEIRO,0,169
ACRE,JORDAO,MOTONETA,PASSAGEIRO,0,62
ACRE,JORDAO,ONIBUS,PASSAGEIRO,2,1
ACRE,JORDAO,REBOQUE,CARGA,1,1
ACRE,MANCIO LIMA,AUTOMOVEL,CARGA,0,1
ACRE,MANCIO LIMA,AUTOMOVEL,PASSAGEIRO,0,564
ACRE,MANCIO LIMA,AUTOMOVEL,PASSAGEIRO,2,342
ACRE,MANCIO LIMA,CAMINHAO,CARGA,0,28
ACRE,MANCIO LIMA,CAMINHAO,CARGA,2,39
ACRE,MANCIO LIMA,CAMINHAO,CARGA,3,31
ACRE,MANCIO LIMA,CAMINHAO,CARGA,4,1
ACRE,MANCIO LIMA,CAMINHAO TRATOR,TRACAO,3,8
ACRE,MANCIO LIMA,CAMINHONETE,CARGA,0,116
ACRE,MANCIO LIMA,CAMINHONETE,CARGA,2,100
ACRE,MANCIO LIMA,CAMINHONETE,ESPECIAL,0,83
ACRE,MANCIO LIMA,CAMINHONETE,ESPECIAL,2,145
ACRE,MANCIO LIMA,CAMIONETA,CARGA,0,7
ACRE,MANCIO LIMA,CAMIONETA,MISTO,0,21
ACRE,MANCIO LIMA,CAMIONETA,MISTO,2,17
ACRE,MANCIO LIMA,CICLOMOTOR,PASSAGEIRO,0,6
ACRE,MANCIO LIMA,MICROONIBUS,PASSAGEIRO,0,1
ACRE,MANCIO LIMA,MICROONIBUS,PASSAGEIRO,2,4
ACRE,MANCIO LIMA,MOTOCICLETA,CARGA,0,4
ACRE,MANCIO LIMA,MOTOCICLETA,PASSAGEIRO,0,2931
ACRE,MANCIO LIMA,MOTOCICLETA,PASSAGEIRO,2,1
ACRE,MANCIO LIMA,MOTONETA,PASSAGEIRO,0,820
ACRE,MANCIO LIMA,ONIBUS,PASSAGEIRO,0,10
