state,municipality,vehicle_type,vehicle_species,axles,vehicle_count
RIO GRANDE DO SUL,CAXIAS DO SUL,CAMINHAO,ESPECIAL,4,1
RIO GRANDE DO SUL,CAXIAS DO SUL,CAMINHAO TRATOR,CARGA,0,12
RIO GRANDE DO SUL,CAXIAS DO SUL,CAMINHAO TRATOR,COLECAO,0,1
RIO GRANDE DO SUL,CAXIAS DO SUL,CAMINHAO TRATOR,COLECAO,2,8
RIO GRANDE DO SUL,CAXIAS DO SUL,CAMINHAO TRATOR,TRACAO,0,1072
RIO GRANDE DO SUL,CAXIAS DO SUL,CAMINHAO TRATOR,TRACAO,2,533
RIO GRANDE DO SUL,CAXIAS DO SUL,CAMINHAO TRATOR,TRACAO,3,1518
RIO GRANDE DO SUL,CAXIAS DO SUL,CAMINHAO TRATOR,TRACAO,4,7
RIO GRANDE DO SUL,CAXIAS DO SUL,CAMINHONETE,CARGA,0,7348
RIO GRANDE DO SUL,CAXIAS DO SUL,CAMINHONETE,CARGA,2,8640
RIO GRANDE DO SUL,CAXIAS DO SUL,CAMINHONETE,COLECAO,0,13
RIO GRANDE DO SUL,CAXIAS DO SUL,CAMINHONETE,COLECAO,2,60
RIO GRANDE DO SUL,CAXIAS DO SUL,CAMINHONETE,CORRIDA,2,1
RIO GRANDE DO SUL,CAXIAS DO SUL,CAMINHONETE,ESPECIAL,0,4376
RIO GRANDE DO SUL,CAXIAS DO SUL,CAMINHONETE,ESPECIAL,2,8501
RIO GRANDE DO SUL,CAXIAS DO SUL,CAMINHONETE,ESPECIAL,3,2
RIO GRANDE DO SUL,CAXIAS DO SUL,CAMINHONETE,MISTO,0,11
RIO GRANDE DO SUL,CAXIAS DO SUL,CAMINHONETE,MISTO,2,6
RIO GRANDE DO SUL,CAXIAS DO SUL,CAMIONETA,CARGA,0,1687
RIO GRANDE DO SUL,CAXIAS DO SUL,CAMIONETA,CARGA,2,106
RIO GRANDE DO SUL,CAXIAS DO SUL,CAMIONETA,COLECAO,0,9
RIO GRANDE DO SUL,CAXIAS DO SUL,CAMIONETA,COLECAO,2,26
RIO GRANDE DO SUL,CAXIAS DO SUL,CAMIONETA,ESPECIAL,0,11
RIO GRANDE DO SUL,CAXIAS DO SUL,CAMIONETA,ESPECIAL,2,8
RIO GRANDE DO SUL,CAXIAS DO SUL,CAMIONETA,MISTO,0,7073
RIO GRANDE DO SUL,CAXIAS DO SUL,CAMIONETA,MISTO,2,15378
RIO GRANDE DO SUL,CAXIAS DO SUL,CAMIONETA,PASSAGEIRO,0,133
RIO GRANDE DO SUL,CAXIAS DO SUL,CAMIONETA,PASSAGEIRO,2,7
RIO GRANDE DO SUL,CAXIAS DO SUL,CAMIONETA,Sem Informação,0,1
RIO GRANDE DO SUL,CAXIAS DO SUL,CICLOMOTOR,CARGA,0,1
RIO GRANDE DO SUL,CAXIAS DO SUL,CICLOMOTOR,PASSAGEIRO,0,331
RIO GRANDE DO SUL,CAXIAS DO SUL,CICLOMOTOR,PASSAGEIRO,2,74
RIO GRANDE DO SUL,CAXIAS DO SUL,MICROONIBUS,COLECAO,2,1
RIO GRANDE DO SUL,CAXIAS DO SUL,MICROONIBUS,ESPECIAL,0,45
RIO GRANDE DO SUL,CAXIAS DO SUL,MICROONIBUS,ESPECIAL,2,64
RIO GRANDE DO SUL,CAXIAS DO SUL,MICROONIBUS,PASSAGEIRO,0,703
RIO GRANDE DO SUL,CAXIAS DO SUL,MICROONIBUS,PASSAGEIRO,2,698
RIO GRANDE DO SUL,CAXIAS DO SUL,MOTOCICLETA,CARGA,0,517
RIO GRANDE DO SUL,CAXIAS DO SUL,MOTOCICLETA,CARGA,2,134
RIO GRANDE DO SUL,CAXIAS DO SUL,MOTOCICLETA,COLECAO,0,8
RIO GRANDE DO SUL,CAXIAS DO SUL,MOTOCICLETA,COLECAO,2,62
RIO GRANDE DO SUL,CAXIAS DO SUL,MOTOCICLETA,CORRIDA,0,35
RIO GRANDE DO SUL,CAXIAS DO SUL,MOTOCICLETA,CORRIDA,2,2
RIO GRANDE DO SUL,CAXIAS DO SUL,MOTOCICLETA,PASSAGEIRO,0,21800
RIO GRANDE DO SUL,CAXIAS DO SUL,MOTOCICLETA,PASSAGEIRO,1,16
RIO GRANDE DO SUL,CAXIAS DO SUL,MOTOCICLETA,PASSAGEIRO,2,20029
RIO GRANDE DO SUL,CAXIAS DO SUL,MOTOCICLETA,PASSAGEIRO,3,5
RIO GRANDE DO SUL,CAXIAS DO SUL,MOTOCICLETA,PASSAGEIRO,8,1
RIO GRANDE DO SUL,CAXIAS DO SUL,MOTOCICLETA,PASSAGEIRO,9,1
RIO GRANDE DO SUL,CAXIAS DO SUL,MOTOCICLETA,PASSAGEIRO,14,2
RIO GRANDE DO SUL,CAXIAS DO SUL,MOTOCICLETA,PASSAGEIRO,15,1
RIO GRANDE DO SUL,CAXIAS DO SUL,MOTOCICLETA,PASSAGEIRO,21,2
RIO GRANDE DO SUL,CAXIAS DO SUL,MOTOCICLETA,PASSAGEIRO,22,3
RIO GRANDE DO SUL,CAXIAS DO SUL,MOTOCICLETA,PASSAGEIRO,24,2
RIO GRANDE DO SUL,CAXIAS DO SUL,MOTOCICLETA,PASSAGEIRO,50,1
RIO GRANDE DO SUL,CAXIAS DO SUL,MOTONETA,CARGA,0,4
RIO GRANDE DO SUL,CAXIAS DO SUL,MOTONETA,COLECAO,2,1
RIO GRANDE DO SUL,CAXIAS DO SUL,MOTONETA,PASSAGEIRO,0,4160
RIO GRANDE DO SUL,CAXIAS DO SUL,MOTONETA,PASSAGEIRO,1,4
RIO GRANDE DO SUL,CAXIAS DO SUL,MOTONETA,PASSAGEIRO,2,3927
RIO GRANDE DO SUL,CAXIAS DO SUL,MOTONETA,PASSAGEIRO,3,2
RIO GRANDE DO SUL,CAXIAS DO SUL,MOTOR-CASA,COLECAO,2,2
RIO GRANDE DO SUL,CAXIAS DO SUL,MOTOR-CASA,ESPECIAL,0,161
RIO GRANDE DO SUL,CAXIAS DO SUL,MOTOR-CASA,ESPECIAL,2,305
RIO GRANDE DO SUL,CAXIAS DO SUL,MOTOR-CASA,ESPECIAL,3,11
RIO GRANDE DO SUL,CAXIAS DO SUL,ONIBUS,ESPECIAL,0,42
RIO GRANDE DO SUL,CAXIAS DO SUL,ONIBUS,ESPECIAL,2,17
RIO GRANDE DO SUL,CAXIAS DO SUL,ONIBUS,PASSAGEIRO,0,729
RIO GRANDE DO SUL,CAXIAS DO SUL,ONIBUS,PASSAGEIRO,2,1035
RIO GRANDE DO SUL,CAXIAS DO SUL,ONIBUS,PASSAGEIRO,3,41
RIO GRANDE DO SUL,CAXIAS DO SUL,ONIBUS,PASSAGEIRO,4,21
RIO GRANDE DO SUL,CAXIAS DO SUL,QUADRICICLO,PASSAGEIRO,0,6
RIO GRANDE DO SUL,CAXIAS DO SUL,QUADRICICLO,PASSAGEIRO,2,2
RIO GRANDE DO SUL,CAXIAS DO SUL,REBOQUE,CARGA,0,5764
RIO GRANDE DO SUL,CAXIAS DO SUL,REBOQUE,CARGA,1,3505
RIO GRANDE DO SUL,CAXIAS DO SUL,REBOQUE,CARGA,2,919
RIO GRANDE DO SUL,CAXIAS DO SUL,REBOQUE,CARGA,3,19
RIO GRANDE DO SUL,CAXIAS DO SUL,REBOQUE,CARGA,4,8
RIO GRANDE DO SUL,CAXIAS DO SUL,REBOQUE,CARGA,10,1
RIO GRANDE DO SUL,CAXIAS DO SUL,REBOQUE,COLECAO,0,1
RIO GRANDE DO SUL,CAXIAS DO SUL,REBOQUE,COLECAO,1,1
RIO GRANDE DO SUL,CAXIAS DO SUL,REBOQUE,ESPECIAL,0,95
RIO GRANDE DO SUL,CAXIAS DO SUL,REBOQUE,ESPECIAL,1,126
RIO GRANDE DO SUL,CAXIAS DO SUL,REBOQUE,ESPECIAL,2,181
RIO GRANDE DO SUL,CAXIAS DO SUL,REBOQUE,PASSAGEIRO,0,4
RIO GRANDE DO SUL,CAXIAS DO SUL,REBOQUE,PASSAGEIRO,1,1
RIO GRANDE DO SUL,CAXIAS DO SUL,SEMI-REBOQUE,CARGA,0,1524
RIO GRANDE DO SUL,CAXIAS DO SUL,SEMI-REBOQUE,CARGA,1,51
RIO GRANDE DO SUL,CAXIAS DO SUL,SEMI-REBOQUE,CARGA,2,917
RIO GRANDE DO SUL,CAXIAS DO SUL,SEMI-REBOQUE,CARGA,3,1839
RIO GRANDE DO SUL,CAXIAS DO SUL,SEMI-REBOQUE,CARGA,4,286
RIO GRANDE DO SUL,CAXIAS DO SUL,SEMI-REBOQUE,CARGA,5,1
RIO GRANDE DO SUL,CAXIAS DO SUL,SEMI-REBOQUE,CARGA,6,3
RIO GRANDE DO SUL,CAXIAS DO SUL,SEMI-REBOQUE,CARGA,7,3
RIO GRANDE DO SUL,CAXIAS DO SUL,SEMI-REBOQUE,ESPECIAL,0,12
RIO GRANDE DO SUL,CAXIAS DO SUL,SEMI-REBOQUE,ESPECIAL,1,1
RIO GRANDE DO SUL,CAXIAS DO SUL,SEMI-REBOQUE,ESPECIAL,2,28
RIO GRANDE DO SUL,CAXIAS DO SUL,SEMI-REBOQUE,PASSAGEIRO,0,2
RIO GRANDE DO SUL,CAXIAS DO SUL,SEMI-REBOQUE,TRACAO,0,1
RIO GRANDE DO SUL,CAXIAS DO SUL,SIDE-CAR,CARGA,0,1
RIO GRANDE DO SUL,CAXIAS DO SUL,SIDE-CAR,CARGA,1,1
RIO GRANDE DO SUL,CAXIAS DO SUL,Sem Informação,COLECAO,0,2
RIO GRANDE DO SUL,CAXIAS DO SUL,Sem Informação,ESPECIAL,0,5
RIO GRANDE DO SUL,CAXIAS DO SUL,Sem Informação,Sem Informação,0,2627
RIO GRANDE DO SUL,CAXIAS DO SUL,TRATOR DE ESTEIRAS,TRACAO,0,1
RIO GRANDE DO SUL,CAXIAS DO SUL,TRATOR DE RODAS,CARGA,0,18
RIO GRANDE DO SUL,CAXIAS DO SUL,TRATOR DE RODAS,TRACAO,0,173
RIO GRANDE DO SUL,CAXIAS DO SUL,TRATOR DE RODAS,TRACAO,2,100
RIO GRANDE DO SUL,CAXIAS DO SUL,TRATOR DE RODAS,TRACAO,3,4
RIO GRANDE DO SUL,CAXIAS DO SUL,TRATOR DE RODAS,TRACAO,4,9
RIO GRANDE DO SUL,CAXIAS DO SUL,TRATOR MISTO,TRACAO,0,3
RIO GRANDE DO SUL,CAXIAS DO SUL,TRICICLO,CARGA,0,22
RIO GRANDE DO SUL,CAXIAS DO SUL,TRICICLO,CARGA,2,1
RIO GRANDE DO SUL,CAXIAS DO SUL,TRICICLO,PASSAGEIRO,0,34
RIO GRANDE DO SUL,CAXIAS DO SUL,TRICICLO,PASSAGEIRO,2,18
RIO GRANDE DO SUL,CAXIAS DO SUL,UTILITARIO,COLECAO,0,1
RIO GRANDE DO SUL,CAXIAS DO SUL,UTILITARIO,COLECAO,2,1
RIO GRANDE DO SUL,CAXIAS DO SUL,UTILITARIO,MISTO,0,2028
RIO GRANDE DO SUL,CAXIAS DO SUL,UTILITARIO,MISTO,2,8016
RIO GRANDE DO SUL,CENTENARIO,AUTOMOVEL,MISTO,0,24
RIO GRANDE DO SUL,CENTENARIO,AUTOMOVEL,PASSAGEIRO,0,797
RIO GRANDE DO SUL,CENTENARIO,AUTOMOVEL,PASSAGEIRO,2,460
RIO GRANDE DO SUL,CENTENARIO,CAMINHAO,CARGA,0,98
RIO GRANDE DO SUL,CENTENARIO,CAMINHAO,CARGA,2,29
RIO GRANDE DO SUL,CENTENARIO,CAMINHAO,CARGA,3,21
RIO GRANDE DO SUL,CENTENARIO,CAMINHAO,CARGA,4,7
RIO GRANDE DO SUL,CENTENARIO,CAMINHAO,ESPECIAL,0,1
RIO GRANDE DO SUL,CENTENARIO,CAMINHAO TRATOR,TRACAO,0,6
RIO GRANDE DO SUL,CENTENARIO,CAMINHAO TRATOR,TRACAO,2,1
RIO GRANDE DO SUL,CENTENARIO,CAMINHAO TRATOR,TRACAO,3,11
RIO GRANDE DO SUL,CENTENARIO,CAMINHONETE,CARGA,0,120
RIO GRANDE DO SUL,CENTENARIO,CAMINHONETE,CARGA,2,84
RIO GRANDE DO SUL,CENTENARIO,CAMINHONETE,ESPECIAL,0,78
RIO GRANDE DO SUL,CENTENARIO,CAMINHONETE,ESPECIAL,2,124
RIO GRANDE DO SUL,CENTENARIO,CAMINHONETE,MISTO,0,1
RIO GRANDE DO SUL,CENTENARIO,CAMIONETA,CARGA,0,9
RIO GRANDE DO SUL,CENTENARIO,CAMIONETA,MISTO,0,30
RIO GRANDE DO SUL,CENTENARIO,CAMIONETA,MISTO,2,42
RIO GRANDE DO SUL,CENTENARIO,CAMIONETA,PASSAGEIRO,0,1
RIO GRANDE DO SUL,CENTENARIO,CICLOMOTOR,PASSAGEIRO,0,1
RIO GRANDE DO SUL,CENTENARIO,MICROONIBUS,ESPECIAL,0,1
RIO GRANDE DO SUL,CENTENARIO,MICROONIBUS,PASSAGEIRO,0,6
RIO GRANDE DO SUL,CENTENARIO,MICROONIBUS,PASSAGEIRO,2,6
RIO GRANDE DO SUL,CENTENARIO,MOTOCICLETA,CARGA,0,1
RIO GRANDE DO SUL,CENTENARIO,MOTOCICLETA,PASSAGEIRO,0,228
RIO GRANDE DO SUL,CENTENARIO,MOTOCICLETA,PASSAGEIRO,2,76
RIO GRANDE DO SUL,CENTENARIO,MOTONETA,PASSAGEIRO,0,7
RIO GRANDE DO SUL,CENTENARIO,MOTONETA,PASSAGEIRO,2,1
RIO GRANDE DO SUL,CENTENARIO,ONIBUS,PASSAGEIRO,0,12
RIO GRANDE DO SUL,CENTENARIO,ONIBUS,PASSAGEIRO,2,2
RIO GRANDE DO SUL,CENTENARIO,REBOQUE,CARGA,0,7
RIO GRANDE DO SUL,CENTENARIO,REBOQUE,CARGA,1,13
RIO GRANDE DO SUL,CENTENARIO,REBOQUE,CARGA,2,2
RIO GRANDE DO SUL,CENTENARIO,SEMI-REBOQUE,CARGA,0,6
RIO GRANDE DO SUL,CENTENARIO,SEMI-REBOQUE,CARGA,2,6
RIO GRANDE DO SUL,CENTENARIO,SEMI-REBOQUE,CARGA,3,7
RIO GRANDE DO SUL,CENTENARIO,Sem Informação,Sem Informação,0,5
RIO GRANDE DO SUL,CENTENARIO,TRATOR DE RODAS,TRACAO,0,1
RIO GRANDE DO SUL,CENTENARIO,UTILITARIO,MISTO,0,2
RIO GRANDE DO SUL,CENTENARIO,UTILITARIO,MISTO,2,20
RIO GRANDE DO SUL,CERRITO,AUTOMOVEL,ESPECIAL,0,1
RIO GRANDE DO SUL,CERRITO,AUTOMOVEL,MISTO,0,63
RIO GRANDE DO SUL,CERRITO,AUTOMOVEL,PASSAGEIRO,0,1241
RIO GRANDE DO SUL,CERRITO,AUTOMOVEL,PASSAGEIRO,2,825
RIO GRANDE DO SUL,CERRITO,AUTOMOVEL,PASSAGEIRO,3,1
RIO GRANDE DO SUL,CERRITO,CAMINHAO,CARGA,0,120
RIO GRANDE DO SUL,CERRITO,CAMINHAO,CARGA,2,38
RIO GRANDE DO SUL,CERRITO,CAMINHAO,CARGA,3,32
RIO GRANDE DO SUL,CERRITO,CAMINHAO,CARGA,4,6
RIO GRANDE DO SUL,CERRITO,CAMINHAO,ESPECIAL,0,1
RIO GRANDE DO SUL,CERRITO,CAMINHAO,ESPECIAL,2,1
RIO GRANDE DO SUL,CERRITO,CAMINHAO,ESPECIAL,3,2
RIO GRANDE DO SUL,CERRITO,CAMINHAO TRATOR,TRACAO,0,23
RIO GRANDE DO SUL,CERRITO,CAMINHAO TRATOR,TRACAO,2,4
RIO GRANDE DO SUL,CERRITO,CAMINHAO TRATOR,TRACAO,3,49
RIO GRANDE DO SUL,CERRITO,CAMINHONETE,CARGA,0,113
RIO GRANDE DO SUL,CERRITO,CAMINHONETE,CARGA,2,87
RIO GRANDE DO SUL,CERRITO,CAMINHONETE,ESPECIAL,0,48
RIO GRANDE DO SUL,CERRITO,CAMINHONETE,ESPECIAL,2,115
RIO GRANDE DO SUL,CERRITO,CAMIONETA,CARGA,0,23
RIO GRANDE DO SUL,CERRITO,CAMIONETA,ESPECIAL,0,1
RIO GRANDE DO SUL,CERRITO,CAMIONETA,MISTO,0,34
RIO GRANDE DO SUL,CERRITO,CAMIONETA,MISTO,2,63
RIO GRANDE DO SUL,CERRITO,CICLOMOTOR,PASSAGEIRO,0,4
RIO GRANDE DO SUL,CERRITO,MICROONIBUS,PASSAGEIRO,0,10
RIO GRANDE DO SUL,CERRITO,MICROONIBUS,PASSAGEIRO,2,8
RIO GRANDE DO SUL,CERRITO,MOTOCICLETA,CARGA,0,9
RIO GRANDE DO SUL,CERRITO,MOTOCICLETA,CARGA,2,3
RIO GRANDE DO SUL,CERRITO,MOTOCICLETA,PASSAGEIRO,0,749
RIO GRANDE DO SUL,CERRITO,MOTOCICLETA,PASSAGEIRO,2,318
RIO GRANDE DO SUL,CERRITO,MOTONETA,PASSAGEIRO,0,43
RIO GRANDE DO SUL,CERRITO,MOTONETA,PASSAGEIRO,2,37
RIO GRANDE DO SUL,CERRITO,MOTOR-CASA,ESPECIAL,0,7
RIO GRANDE DO SUL,CERRITO,MOTOR-CASA,ESPECIAL,2,7
RIO GRANDE DO SUL,CERRITO,ONIBUS,ESPECIAL,0,3
RIO GRANDE DO SUL,CERRITO,ONIBUS,PASSAGEIRO,0,12
RIO GRANDE DO SUL,CERRITO,ONIBUS,PASSAGEIRO,2,10
RIO GRANDE DO SUL,CERRITO,REBOQUE,CARGA,0,85
RIO GRANDE DO SUL,CERRITO,REBOQUE,CARGA,1,44
RIO GRANDE DO SUL,CERRITO,REBOQUE,CARGA,2,20
RIO GRANDE DO SUL,CERRITO,REBOQUE,CARGA,3,2
RIO GRANDE DO SUL,CERRITO,REBOQUE,ESPECIAL,0,2
RIO GRANDE DO SUL,CERRITO,REBOQUE,ESPECIAL,1,2
RIO GRANDE DO SUL,CERRITO,REBOQUE,ESPECIAL,2,1
RIO GRANDE DO SUL,CERRITO,SEMI-REBOQUE,CARGA,0,49
RIO GRANDE DO SUL,CERRITO,SEMI-REBOQUE,CARGA,1,3
RIO GRANDE DO SUL,CERRITO,SEMI-REBOQUE,CARGA,2,32
RIO GRANDE DO SUL,CERRITO,SEMI-REBOQUE,CARGA,3,33
RIO GRANDE DO SUL,CERRITO,SEMI-REBOQUE,CARGA,4,8
RIO GRANDE DO SUL,CERRITO,SEMI-REBOQUE,ESPECIAL,0,1
RIO GRANDE DO SUL,CERRITO,SEMI-REBOQUE,ESPECIAL,2,1
RIO GRANDE DO SUL,CERRITO,Sem Informação,Sem Informação,0,9
RIO GRANDE DO SUL,CERRITO,TRATOR DE RODAS,TRACAO,0,6
RIO GRANDE DO SUL,CERRITO,TRATOR DE RODAS,TRACAO,2,3
RIO GRANDE DO SUL,CERRITO,UTILITARIO,MISTO,0,3
RIO GRANDE DO SUL,CERRITO,UTILITARIO,MISTO,2,21
RIO GRANDE DO SUL,CERRO BRANCO,AUTOMOVEL,MISTO,0,11
RIO GRANDE DO SUL,CERRO BRANCO,AUTOMOVEL,PASSAGEIRO,0,898
RIO GRANDE DO SUL,CERRO BRANCO,AUTOMOVEL,PASSAGEIRO,2,735
RIO GRANDE DO SUL,CERRO BRANCO,CAMINHAO,CARGA,0,45
RIO GRANDE DO SUL,CERRO BRANCO,CAMINHAO,CARGA,2,18
RIO GRANDE DO SUL,CERRO BRANCO,CAMINHAO,CARGA,3,20
RIO GRANDE DO SUL,CERRO BRANCO,CAMINHAO,CARGA,4,5
RIO GRANDE DO SUL,CERRO BRANCO,CAMINHAO,ESPECIAL,0,1
RIO GRANDE DO SUL,CERRO BRANCO,CAMINHAO TRATOR,TRACAO,0,17
RIO GRANDE DO SUL,CERRO BRANCO,CAMINHAO TRATOR,TRACAO,2,4
RIO GRANDE DO SUL,CERRO BRANCO,CAMINHAO TRATOR,TRACAO,3,6
RIO GRANDE DO SUL,CERRO BRANCO,CAMINHONETE,CARGA,0,84
RIO GRANDE DO SUL,CERRO BRANCO,CAMINHONETE,CARGA,2,84
RIO GRANDE DO SUL,CERRO BRANCO,CAMINHONETE,ESPECIAL,0,39
RIO GRANDE DO SUL,CERRO BRANCO,CAMINHONETE,ESPECIAL,2,76
RIO GRANDE DO SUL,CERRO BRANCO,CAMIONETA,CARGA,0,25
RIO GRANDE DO SUL,CERRO BRANCO,CAMIONETA,CARGA,2,1
RIO GRANDE DO SUL,CERRO BRANCO,CAMIONETA,MISTO,0,21
RIO GRANDE DO SUL,CERRO BRANCO,CAMIONETA,MISTO,2,54
RIO GRANDE DO SUL,CERRO BRANCO,CICLOMOTOR,PASSAGEIRO,0,3
RIO GRANDE DO SUL,CERRO BRANCO,MICROONIBUS,ESPECIAL,2,1
RIO GRANDE DO SUL,CERRO BRANCO,MICROONIBUS,PASSAGEIRO,0,4
RIO GRANDE DO SUL,CERRO BRANCO,MICROONIBUS,PASSAGEIRO,2,4
RIO GRANDE DO SUL,CERRO BRANCO,MOTOCICLETA,CARGA,0,1
RIO GRANDE DO SUL,CERRO BRANCO,MOTOCICLETA,PASSAGEIRO,0,467
RIO GRANDE DO SUL,CERRO BRANCO,MOTOCICLETA,PASSAGEIRO,2,231
RIO GRANDE DO SUL,CERRO BRANCO,MOTONETA,PASSAGEIRO,0,26
RIO GRANDE DO SUL,CERRO BRANCO,MOTONETA,PASSAGEIRO,2,24
RIO GRANDE DO SUL,CERRO BRANCO,MOTOR-CASA,ESPECIAL,0,1
RIO GRANDE DO SUL,CERRO BRANCO,MOTOR-CASA,ESPECIAL,2,1
RIO GRANDE DO SUL,CERRO BRANCO,ONIBUS,ESPECIAL,0,1
RIO GRANDE DO SUL,CERRO BRANCO,ONIBUS,PASSAGEIRO,0,17
RIO GRANDE DO SUL,CERRO BRANCO,ONIBUS,PASSAGEIRO,2,38
RIO GRANDE DO SUL,CERRO BRANCO,ONIBUS,PASSAGEIRO,3,3
RIO GRANDE DO SUL,CERRO BRANCO,ONIBUS,PASSAGEIRO,4,2
RIO GRANDE DO SUL,CERRO BRANCO,REBOQUE,CARGA,0,31
RIO GRANDE DO SUL,CERRO BRANCO,REBOQUE,CARGA,1,27
RIO GRANDE DO SUL,CERRO BRANCO,REBOQUE,CARGA,2,8
RIO GRANDE DO SUL,CERRO BRANCO,REBOQUE,ESPECIAL,0,1
RIO GRANDE DO SUL,CERRO BRANCO,REBOQUE,ESPECIAL,1,1
RIO GRANDE DO SUL,CERRO BRANCO,SEMI-REBOQUE,CARGA,0,10
RIO GRANDE DO SUL,CERRO BRANCO,SEMI-REBOQUE,CARGA,2,4
RIO GRANDE DO SUL,CERRO BRANCO,SEMI-REBOQUE,CARGA,3,13
RIO GRANDE DO SUL,CERRO BRANCO,Sem Informação,Sem Informação,0,11
RIO GRANDE DO SUL,CERRO BRANCO,TRATOR DE RODAS,TRACAO,0,4
RIO GRANDE DO SUL,CERRO BRANCO,TRICICLO,CARGA,0,1
RIO GRANDE DO SUL,CERRO BRANCO,UTILITARIO,MISTO,0,4
RIO GRANDE DO SUL,CERRO BRANCO,UTILITARIO,MISTO,2,13
RIO GRANDE DO SUL,CERRO GRANDE,AUTOMOVEL,CARGA,0,1
RIO GRANDE DO SUL,CERRO GRANDE,AUTOMOVEL,COLECAO,2,1
RIO GRANDE DO SUL,CERRO GRANDE,AUTOMOVEL,MISTO,0,1
RIO GRANDE DO SUL,CERRO GRANDE,AUTOMOVEL,PASSAGEIRO,0,565
RIO GRANDE DO SUL,CERRO GRANDE,AUTOMOVEL,PASSAGEIRO,2,505
RIO GRANDE DO SUL,CERRO GRANDE,CAMINHAO,CARGA,0,28
RIO GRANDE DO SUL,CERRO GRANDE,CAMINHAO,CARGA,2,28
RIO GRANDE DO SUL,CERRO GRANDE,CAMINHAO,CARGA,3,10
RIO GRANDE DO SUL,CERRO GRANDE,CAMINHAO,CARGA,4,1
RIO GRANDE DO SUL,CERRO GRANDE,CAMINHAO,ESPECIAL,2,2
RIO GRANDE DO SUL,CERRO GRANDE,CAMINHAO TRATOR,TRACAO,0,6
RIO GRANDE DO SUL,CERRO GRANDE,CAMINHAO TRATOR,TRACAO,3,13
RIO GRANDE DO SUL,CERRO GRANDE,CAMINHONETE,CARGA,0,41
RIO GRANDE DO SUL,CERRO GRANDE,CAMINHONETE,CARGA,2,63
RIO GRANDE DO SUL,CERRO GRANDE,CAMINHONETE,ESPECIAL,0,26
RIO GRANDE DO SUL,CERRO GRANDE,CAMINHONETE,ESPECIAL,2,58
RIO GRANDE DO SUL,CERRO GRANDE,CAMINHONETE,MISTO,0,1
RIO GRANDE DO SUL,CERRO GRANDE,CAMIONETA,CARGA,0,2
RIO GRANDE DO SUL,CERRO GRANDE,CAMIONETA,MISTO,0,15
RIO GRANDE DO SUL,CERRO GRANDE,CAMIONETA,MISTO,2,30
RIO GRANDE DO SUL,CERRO GRANDE,CAMIONETA,PASSAGEIRO,0,1
RIO GRANDE DO SUL,CERRO GRANDE,CICLOMOTOR,PASSAGEIRO,0,1
RIO GRANDE DO SUL,CERRO GRANDE,CICLOMOTOR,PASSAGEIRO,2,1
RIO GRANDE DO SUL,CERRO GRANDE,MICROONIBUS,PASSAGEIRO,2,4
RIO GRANDE DO SUL,CERRO GRANDE,MOTOCICLETA,CARGA,0,1
RIO GRANDE DO SUL,CERRO GRANDE,MOTOCICLETA,CARGA,2,3
RIO GRANDE DO SUL,CERRO GRANDE,MOTOCICLETA,PASSAGEIRO,0,302
RIO GRANDE DO SUL,CERRO GRANDE,MOTOCICLETA,PASSAGEIRO,2,175
RIO GRANDE DO SUL,CERRO GRANDE,MOTOCICLETA,PASSAGEIRO,21,1
RIO GRANDE DO SUL,CERRO GRANDE,MOTONETA,PASSAGEIRO,0,21
RIO GRANDE DO SUL,CERRO GRANDE,MOTONETA,PASSAGEIRO,2,29
RIO GRANDE DO SUL,CERRO GRANDE,MOTOR-CASA,ESPECIAL,0,1
RIO GRANDE DO SUL,CERRO GRANDE,ONIBUS,PASSAGEIRO,0,9
RIO GRANDE DO SUL,CERRO GRANDE,ONIBUS,PASSAGEIRO,2,7
RIO GRANDE DO SUL,CERRO GRANDE,REBOQUE,CARGA,0,3
RIO GRANDE DO SUL,CERRO GRANDE,REBOQUE,CARGA,1,12
RIO GRANDE DO SUL,CERRO GRANDE,REBOQUE,ESPECIAL,0,1
RIO GRANDE DO SUL,CERRO GRANDE,REBOQUE,ESPECIAL,2,1
RIO GRANDE DO SUL,CERRO GRANDE,SEMI-REBOQUE,CARGA,0,6
RIO GRANDE DO SUL,CERRO GRANDE,SEMI-REBOQUE,CARGA,2,10
RIO GRANDE DO SUL,CERRO GRANDE,SEMI-REBOQUE,CARGA,3,4
RIO GRANDE DO SUL,CERRO GRANDE,SEMI-REBOQUE,CARGA,4,3
RIO GRANDE DO SUL,CERRO GRANDE,Sem Informação,Sem Informação,0,4
RIO GRANDE DO SUL,CERRO GRANDE,UTILITARIO,MISTO,0,4
RIO GRANDE DO SUL,CERRO GRANDE,UTILITARIO,MISTO,2,13
RIO GRANDE DO SUL,CERRO GRANDE DO SUL,AUTOMOVEL,CARGA,0,1
RIO GRANDE DO SUL,CERRO GRANDE DO SUL,AUTOMOVEL,COLECAO,2,1
RIO GRANDE DO SUL,CERRO GRANDE DO SUL,AUTOMOVEL,ESPECIAL,0,1
RIO GRANDE DO SUL,CERRO GRANDE DO SUL,AUTOMOVEL,MISTO,0,18
RIO GRANDE DO SUL,CERRO GRANDE DO SUL,AUTOMOVEL,MISTO,2,2
RIO GRANDE DO SUL,CERRO GRANDE DO SUL,AUTOMOVEL,PASSAGEIRO,0,2292
