state,municipality,vehicle_type,vehicle_species,axles,vehicle_count,vehicle_class
ACRE,ACRELANDIA,AUTOMOVEL,COLECAO,0,1,CARRO
ACRE,ACRELANDIA,AUTOMOVEL,PASSAGEIRO,0,1339,CARRO
ACRE,ACRELANDIA,AUTOMOVEL,PASSAGEIRO,2,632,CARRO
ACRE,ACRELANDIA,CAMINHAO,CARGA,0,155,PESADO
ACRE,ACRELANDIA,CAMINHAO,CARGA,1,2,PESADO
ACRE,ACRELANDIA,CAMINHAO,CARGA,2,122,PESADO
ACRE,ACRELANDIA,CAMINHAO,CARGA,3,140,PESADO
ACRE,ACRELANDIA,CAMINHAO,CARGA,4,2,PESADO
ACRE,ACRELANDIA,CAMINHAO,ESPECIAL,0,1,PESADO
ACRE,ACRELANDIA,CAMINHAO,ESPECIAL,2,6,PESADO
ACRE,ACRELANDIA,CAMINHAO TRATOR,TRACAO,0,2,PESADO
ACRE,ACRELANDIA,CAMINHAO TRATOR,TRACAO,2,5,PESADO
ACRE,ACRELANDIA,CAMINHAO TRATOR,TRACAO,3,33,PESADO
ACRE,ACRELANDIA,CAMINHONETE,CARGA,0,258,CARRO
ACRE,ACRELANDIA,CAMINHONETE,CARGA,2,96,CARRO
ACRE,ACRELANDIA,CAMINHONETE,ESPECIAL,0,266,CARRO
ACRE,ACRELANDIA,CAMINHONETE,ESPECIAL,2,429,CARRO
ACRE,ACRELANDIA,CAMIONETA,CARGA,0,33,CARRO
ACRE,ACRELANDIA,CAMIONETA,MISTO,0,34,CARRO
ACRE,ACRELANDIA,CAMIONETA,MISTO,2,33,CARRO
ACRE,ACRELANDIA,CICLOMOTOR,PASSAGEIRO,0,7,MOTO
ACRE,ACRELANDIA,MICROONIBUS,PASSAGEIRO,0,4,PESADO
ACRE,ACRELANDIA,MICROONIBUS,PASSAGEIRO,2,11,PESADO
ACRE,ACRELANDIA,MOTOCICLETA,CARGA,0,10,MOTO
ACRE,ACRELANDIA,MOTOCICLETA,PASSAGEIRO,0,4392,MOTO
ACRE,ACRELANDIA,MOTOCICLETA,PASSAGEIRO,2,1,MOTO
ACRE,ACRELANDIA,MOTONETA,PASSAGEIRO,0,597,MOTO
ACRE,ACRELANDIA,MOTOR-CASA,ESPECIAL,2,1,PESADO
ACRE,ACRELANDIA,MOTOR-CASA,ESPECIAL,4,1,PESADO
ACRE,ACRELANDIA,ONIBUS,PASSAGEIRO,0,30,PESADO
ACRE,ACRELANDIA,ONIBUS,PASSAGEIRO,2,20,PESADO
ACRE,ACRELANDIA,REBOQUE,CARGA,0,18,IMPLEMENTO
ACRE,ACRELANDIA,REBOQUE,CARGA,1,89,IMPLEMENTO
ACRE,ACRELANDIA,REBOQUE,CARGA,2,15,IMPLEMENTO
ACRE,ACRELANDIA,REBOQUE,CARGA,3,9,IMPLEMENTO
ACRE,ACRELANDIA,REBOQUE,CARGA,4,1,IMPLEMENTO
ACRE,ACRELANDIA,REBOQUE,ESPECIAL,2,5,IMPLEMENTO
ACRE,ACRELANDIA,REBOQUE,ESPECIAL,3,1,IMPLEMENTO
ACRE,ACRELANDIA,SEMI-REBOQUE,CARGA,0,5,IMPLEMENTO
ACRE,ACRELANDIA,SEMI-REBOQUE,CARGA,1,9,IMPLEMENTO
ACRE,ACRELANDIA,SEMI-REBOQUE,CARGA,2,19,IMPLEMENTO
ACRE,ACRELANDIA,SEMI-REBOQUE,CARGA,3,25,IMPLEMENTO
ACRE,ACRELANDIA,SEMI-REBOQUE,ESPECIAL,2,3,IMPLEMENTO
ACRE,ACRELANDIA,Sem Informação,Sem Informação,0,1,NAO_CLASSIFICADO
ACRE,ACRELANDIA,TRICICLO,CARGA,0,1,MOTO
ACRE,ACRELANDIA,UTILITARIO,MISTO,0,8,CARRO
ACRE,ACRELANDIA,UTILITARIO,MISTO,2,20,CARRO
ACRE,ASSIS BRASIL,AUTOMOVEL,PASSAGEIRO,0,300,CARRO
ACRE,ASSIS BRASIL,AUTOMOVEL,PASSAGEIRO,2,148,CARRO
ACRE,ASSIS BRASIL,CAMINHAO,CARGA,0,16,PESADO
ACRE,ASSIS BRASIL,CAMINHAO,CARGA,2,9,PESADO
ACRE,ASSIS BRASIL,CAMINHAO,CARGA,3,3,PESADO
ACRE,ASSIS BRASIL,CAMINHAO,ESPECIAL,2,1,PESADO
ACRE,ASSIS BRASIL,CAMINHAO TRATOR,TRACAO,3,1,PESADO
ACRE,ASSIS BRASIL,CAMINHONETE,CARGA,0,90,CARRO
ACRE,ASSIS BRASIL,CAMINHONETE,CARGA,2,60,CARRO
ACRE,ASSIS BRASIL,CAMINHONETE,ESPECIAL,0,48,CARRO
ACRE,ASSIS BRASIL,CAMINHONETE,ESPECIAL,2,62,CARRO
ACRE,ASSIS BRASIL,CAMIONETA,CARGA,0,4,CARRO
ACRE,ASSIS BRASIL,CAMIONETA,CARGA,2,2,CARRO
ACRE,ASSIS BRASIL,CAMIONETA,MISTO,0,5,CARRO
ACRE,ASSIS BRASIL,CAMIONETA,MISTO,2,12,CARRO
ACRE,ASSIS BRASIL,CAMIONETA,PASSAGEIRO,0,1,CARRO
ACRE,ASSIS BRASIL,CICLOMOTOR,PASSAGEIRO,0,5,MOTO
ACRE,ASSIS BRASIL,MICROONIBUS,PASSAGEIRO,0,2,PESADO
ACRE,ASSIS BRASIL,MICROONIBUS,PASSAGEIRO,2,3,PESADO
ACRE,ASSIS BRASIL,MOTOCICLETA,CARGA,0,9,MOTO
ACRE,ASSIS BRASIL,MOTOCICLETA,PASSAGEIRO,0,1637,MOTO
ACRE,ASSIS BRASIL,MOTONETA,PASSAGEIRO,0,157,MOTO
ACRE,ASSIS BRASIL,ONIBUS,PASSAGEIRO,2,6,PESADO
ACRE,ASSIS BRASIL,REBOQUE,CARGA,0,4,IMPLEMENTO
ACRE,ASSIS BRASIL,REBOQUE,CARGA,1,29,IMPLEMENTO
ACRE,ASSIS BRASIL,REBOQUE,CARGA,2,2,IMPLEMENTO
ACRE,ASSIS BRASIL,REBOQUE,CARGA,3,1,IMPLEMENTO
ACRE,ASSIS BRASIL,REBOQUE,ESPECIAL,2,1,IMPLEMENTO
ACRE,ASSIS BRASIL,SEMI-REBOQUE,CARGA,1,3,IMPLEMENTO
ACRE,ASSIS BRASIL,SEMI-REBOQUE,CARGA,2,2,IMPLEMENTO
ACRE,ASSIS BRASIL,SEMI-REBOQUE,ESPECIAL,2,1,IMPLEMENTO
ACRE,ASSIS BRASIL,UTILITARIO,MISTO,0,3,CARRO
ACRE,ASSIS BRASIL,UTILITARIO,MISTO,2,3,CARRO
ACRE,BRASILEIA,AUTOMOVEL,MISTO,0,4,CARRO
ACRE,BRASILEIA,AUTOMOVEL,PASSAGEIRO,0,2092,CARRO
ACRE,BRASILEIA,AUTOMOVEL,PASSAGEIRO,2,1167,CARRO
ACRE,BRASILEIA,CAMINHAO,CARGA,0,108,PESADO
ACRE,BRASILEIA,CAMINHAO,CARGA,2,157,PESADO
ACRE,BRASILEIA,CAMINHAO,CARGA,3,93,PESADO
ACRE,BRASILEIA,CAMINHAO,CARGA,4,11,PESADO
ACRE,BRASILEIA,CAMINHAO,ESPECIAL,0,3,PESADO
ACRE,BRASILEIA,CAMINHAO,ESPECIAL,2,33,PESADO
ACRE,BRASILEIA,CAMINHAO TRATOR,TRACAO,0,6,PESADO
ACRE,BRASILEIA,CAMINHAO TRATOR,TRACAO,2,12,PESADO
ACRE,BRASILEIA,CAMINHAO TRATOR,TRACAO,3,361,PESADO
ACRE,BRASILEIA,CAMINHONETE,CARGA,0,443,CARRO
ACRE,BRASILEIA,CAMINHONETE,CARGA,2,427,CARRO
ACRE,BRASILEIA,CAMINHONETE,ESPECIAL,0,483,CARRO
ACRE,BRASILEIA,CAMINHONETE,ESPECIAL,2,783,CARRO
ACRE,BRASILEIA,CAMIONETA,CARGA,0,61,CARRO
ACRE,BRASILEIA,CAMIONETA,CARGA,2,4,CARRO
ACRE,BRASILEIA,CAMIONETA,MISTO,0,60,CARRO
ACRE,BRASILEIA,CAMIONETA,MISTO,2,88,CARRO
ACRE,BRASILEIA,CAMIONETA,PASSAGEIRO,0,1,CARRO
ACRE,BRASILEIA,CICLOMOTOR,PASSAGEIRO,0,8,MOTO
ACRE,BRASILEIA,MICROONIBUS,PASSAGEIRO,0,2,PESADO
ACRE,BRASILEIA,MICROONIBUS,PASSAGEIRO,2,15,PESADO
ACRE,BRASILEIA,MOTOCICLETA,CARGA,0,18,MOTO
ACRE,BRASILEIA,MOTOCICLETA,PASSAGEIRO,0,6396,MOTO
ACRE,BRASILEIA,MOTOCICLETA,PASSAGEIRO,2,7,MOTO
ACRE,BRASILEIA,MOTONETA,PASSAGEIRO,0,1092,MOTO
ACRE,BRASILEIA,MOTOR-CASA,ESPECIAL,0,1,PESADO
ACRE,BRASILEIA,ONIBUS,PASSAGEIRO,0,9,PESADO
ACRE,BRASILEIA,ONIBUS,PASSAGEIRO,2,19,PESADO
ACRE,BRASILEIA,REBOQUE,CARGA,0,11,IMPLEMENTO
ACRE,BRASILEIA,REBOQUE,CARGA,1,148,IMPLEMENTO
ACRE,BRASILEIA,REBOQUE,CARGA,2,26,IMPLEMENTO
ACRE,BRASILEIA,REBOQUE,CARGA,3,1,IMPLEMENTO
ACRE,BRASILEIA,REBOQUE,ESPECIAL,0,1,IMPLEMENTO
ACRE,BRASILEIA,REBOQUE,ESPECIAL,1,1,IMPLEMENTO
ACRE,BRASILEIA,REBOQUE,ESPECIAL,2,59,IMPLEMENTO
ACRE,BRASILEIA,SEMI-REBOQUE,CARGA,0,11,IMPLEMENTO
ACRE,BRASILEIA,SEMI-REBOQUE,CARGA,1,4,IMPLEMENTO
ACRE,BRASILEIA,SEMI-REBOQUE,CARGA,2,190,IMPLEMENTO
ACRE,BRASILEIA,SEMI-REBOQUE,CARGA,3,348,IMPLEMENTO
ACRE,BRASILEIA,SEMI-REBOQUE,CARGA,4,26,IMPLEMENTO
ACRE,BRASILEIA,SEMI-REBOQUE,CARGA,30,1,IMPLEMENTO
ACRE,BRASILEIA,SEMI-REBOQUE,ESPECIAL,2,30,IMPLEMENTO
ACRE,BRASILEIA,Sem Informação,Sem Informação,0,6,NAO_CLASSIFICADO
ACRE,BRASILEIA,TRICICLO,CARGA,0,3,MOTO
ACRE,BRASILEIA,UTILITARIO,MISTO,0,16,CARRO
ACRE,BRASILEIA,UTILITARIO,MISTO,2,47,CARRO
ACRE,BUJARI,AUTOMOVEL,MISTO,0,1,CARRO
ACRE,BUJARI,AUTOMOVEL,PASSAGEIRO,0,618,CARRO
ACRE,BUJARI,AUTOMOVEL,PASSAGEIRO,2,285,CARRO
ACRE,BUJARI,CAMINHAO,CARGA,0,68,PESADO
ACRE,BUJARI,CAMINHAO,CARGA,2,44,PESADO
ACRE,BUJARI,CAMINHAO,CARGA,3,48,PESADO
ACRE,BUJARI,CAMINHAO,ESPECIAL,2,2,PESADO
ACRE,BUJARI,CAMINHAO TRATOR,TRACAO,0,5,PESADO
ACRE,BUJARI,CAMINHAO TRATOR,TRACAO,2,5,PESADO
ACRE,BUJARI,CAMINHAO TRATOR,TRACAO,3,50,PESADO
ACRE,BUJARI,CAMINHONETE,CARGA,0,109,CARRO
ACRE,BUJARI,CAMINHONETE,CARGA,2,142,CARRO
ACRE,BUJARI,CAMINHONETE,ESPECIAL,0,90,CARRO
ACRE,BUJARI,CAMINHONETE,ESPECIAL,2,164,CARRO
ACRE,BUJARI,CAMIONETA,CARGA,0,9,CARRO
ACRE,BUJARI,CAMIONETA,MISTO,0,5,CARRO
ACRE,BUJARI,CAMIONETA,MISTO,2,14,CARRO
ACRE,BUJARI,CAMIONETA,PASSAGEIRO,2,1,CARRO
ACRE,BUJARI,CICLOMOTOR,PASSAGEIRO,0,11,MOTO
ACRE,BUJARI,MICROONIBUS,PASSAGEIRO,0,2,PESADO
ACRE,BUJARI,MICROONIBUS,PASSAGEIRO,2,4,PESADO
ACRE,BUJARI,MOTOCICLETA,PASSAGEIRO,0,1730,MOTO
ACRE,BUJARI,MOTONETA,PASSAGEIRO,0,144,MOTO
ACRE,BUJARI,ONIBUS,PASSAGEIRO,0,5,PESADO
ACRE,BUJARI,ONIBUS,PASSAGEIRO,2,13,PESADO
ACRE,BUJARI,REBOQUE,CARGA,0,5,IMPLEMENTO
ACRE,BUJARI,REBOQUE,CARGA,1,42,IMPLEMENTO
ACRE,BUJARI,REBOQUE,CARGA,2,4,IMPLEMENTO
ACRE,BUJARI,REBOQUE,CARGA,3,4,IMPLEMENTO
ACRE,BUJARI,REBOQUE,ESPECIAL,0,3,IMPLEMENTO
ACRE,BUJARI,REBOQUE,ESPECIAL,2,4,IMPLEMENTO
ACRE,BUJARI,SEMI-REBOQUE,CARGA,0,16,IMPLEMENTO
ACRE,BUJARI,SEMI-REBOQUE,CARGA,1,1,IMPLEMENTO
ACRE,BUJARI,SEMI-REBOQUE,CARGA,2,32,IMPLEMENTO
ACRE,BUJARI,SEMI-REBOQUE,CARGA,3,17,IMPLEMENTO
ACRE,BUJARI,SEMI-REBOQUE,CARGA,4,1,IMPLEMENTO
ACRE,BUJARI,SEMI-REBOQUE,ESPECIAL,2,2,IMPLEMENTO
ACRE,BUJARI,Sem Informação,Sem Informação,0,2,NAO_CLASSIFICADO
ACRE,BUJARI,TRICICLO,CARGA,0,1,MOTO
ACRE,BUJARI,UTILITARIO,MISTO,0,1,CARRO
ACRE,BUJARI,UTILITARIO,MISTO,2,5,CARRO
ACRE,CAPIXABA,AUTOMOVEL,MISTO,0,1,CARRO
ACRE,CAPIXABA,AUTOMOVEL,PASSAGEIRO,0,605,CARRO
ACRE,CAPIXABA,AUTOMOVEL,PASSAGEIRO,2,383,CARRO
ACRE,CAPIXABA,CAMINHAO,CARGA,0,44,PESADO
ACRE,CAPIXABA,CAMINHAO,CARGA,2,35,PESADO
ACRE,CAPIXABA,CAMINHAO,CARGA,3,19,PESADO
ACRE,CAPIXABA,CAMINHAO,CARGA,4,1,PESADO
ACRE,CAPIXABA,CAMINHAO,ESPECIAL,2,1,PESADO
ACRE,CAPIXABA,CAMINHAO TRATOR,TRACAO,0,1,PESADO
ACRE,CAPIXABA,CAMINHAO TRATOR,TRACAO,2,1,PESADO
ACRE,CAPIXABA,CAMINHAO TRATOR,TRACAO,3,8,PESADO
ACRE,CAPIXABA,CAMINHONETE,CARGA,0,110,CARRO
ACRE,CAPIXABA,CAMINHONETE,CARGA,2,48,CARRO
ACRE,CAPIXABA,CAMINHONETE,ESPECIAL,0,79,CARRO
ACRE,CAPIXABA,CAMINHONETE,ESPECIAL,2,166,CARRO
ACRE,CAPIXABA,CAMIONETA,CARGA,0,8,CARRO
ACRE,CAPIXABA,CAMIONETA,MISTO,0,11,CARRO
ACRE,CAPIXABA,CAMIONETA,MISTO,2,14,CARRO
ACRE,CAPIXABA,CICLOMOTOR,PASSAGEIRO,0,12,MOTO
ACRE,CAPIXABA,MICROONIBUS,PASSAGEIRO,0,1,PESADO
ACRE,CAPIXABA,MICROONIBUS,PASSAGEIRO,2,2,PESADO
ACRE,CAPIXABA,MOTOCICLETA,CARGA,0,3,MOTO
ACRE,CAPIXABA,MOTOCICLETA,PASSAGEIRO,0,1762,MOTO
ACRE,CAPIXABA,MOTONETA,PASSAGEIRO,0,171,MOTO
ACRE,CAPIXABA,ONIBUS,PASSAGEIRO,0,13,PESADO
ACRE,CAPIXABA,ONIBUS,PASSAGEIRO,2,9,PESADO
ACRE,CAPIXABA,REBOQUE,CARGA,0,6,IMPLEMENTO
ACRE,CAPIXABA,REBOQUE,CARGA,1,53,IMPLEMENTO
ACRE,CAPIXABA,REBOQUE,CARGA,2,4,IMPLEMENTO
ACRE,CAPIXABA,SEMI-REBOQUE,CARGA,0,1,IMPLEMENTO
ACRE,CAPIXABA,SEMI-REBOQUE,CARGA,1,1,IMPLEMENTO
ACRE,CAPIXABA,SEMI-REBOQUE,CARGA,2,10,IMPLEMENTO
ACRE,CAPIXABA,SEMI-REBOQUE,CARGA,3,8,IMPLEMENTO
ACRE,CAPIXABA,SEMI-REBOQUE,ESPECIAL,2,2,IMPLEMENTO
ACRE,CAPIXABA,UTILITARIO,MISTO,0,2,CARRO
ACRE,CAPIXABA,UTILITARIO,MISTO,2,8,CARRO
ACRE,CRUZEIRO DO SUL,AUTOMOVEL,CARGA,0,1,CARRO
ACRE,CRUZEIRO DO SUL,AUTOMOVEL,ESPECIAL,0,2,CARRO
ACRE,CRUZEIRO DO SUL,AUTOMOVEL,ESPECIAL,2,1,CARRO
ACRE,CRUZEIRO DO SUL,AUTOMOVEL,MISTO,0,13,CARRO
ACRE,CRUZEIRO DO SUL,AUTOMOVEL,MISTO,2,1,CARRO
ACRE,CRUZEIRO DO SUL,AUTOMOVEL,PASSAGEIRO,0,5526,CARRO
ACRE,CRUZEIRO DO SUL,AUTOMOVEL,PASSAGEIRO,2,3764,CARRO
ACRE,CRUZEIRO DO SUL,AUTOMOVEL,PASSAGEIRO,5,1,CARRO
ACRE,CRUZEIRO DO SUL,CAMINHAO,CARGA,0,235,PESADO
ACRE,CRUZEIRO DO SUL,CAMINHAO,CARGA,1,2,PESADO
ACRE,CRUZEIRO DO SUL,CAMINHAO,CARGA,2,287,PESADO
ACRE,CRUZEIRO DO SUL,CAMINHAO,CARGA,3,241,PESADO
ACRE,CRUZEIRO DO SUL,CAMINHAO,CARGA,4,11,PESADO
ACRE,CRUZEIRO DO SUL,CAMINHAO,ESPECIAL,0,4,PESADO
ACRE,CRUZEIRO DO SUL,CAMINHAO,ESPECIAL,2,61,PESADO
ACRE,CRUZEIRO DO SUL,CAMINHAO,ESPECIAL,3,2,PESADO
ACRE,CRUZEIRO DO SUL,CAMINHAO,ESPECIAL,4,1,PESADO
ACRE,CRUZEIRO DO SUL,CAMINHAO,PASSAGEIRO,0,1,PESADO
ACRE,CRUZEIRO DO SUL,CAMINHAO,TRACAO,2,1,PESADO
ACRE,CRUZEIRO DO SUL,CAMINHAO TRATOR,CARGA,0,1,PESADO
ACRE,CRUZEIRO DO SUL,CAMINHAO TRATOR,TRACAO,0,1,PESADO
ACRE,CRUZEIRO DO SUL,CAMINHAO TRATOR,TRACAO,2,7,PESADO
ACRE,CRUZEIRO DO SUL,CAMINHAO TRATOR,TRACAO,3,177,PESADO
ACRE,CRUZEIRO DO SUL,CAMINHONETE,CARGA,0,805,CARRO
ACRE,CRUZEIRO DO SUL,CAMINHONETE,CARGA,2,809,CARRO
ACRE,CRUZEIRO DO SUL,CAMINHONETE,ESPECIAL,0,1144,CARRO
ACRE,CRUZEIRO DO SUL,CAMINHONETE,ESPECIAL,2,1702,CARRO
ACRE,CRUZEIRO DO SUL,CAMINHONETE,MISTO,2,1,CARRO
ACRE,CRUZEIRO DO SUL,CAMINHONETE,PASSAGEIRO,0,1,CARRO
ACRE,CRUZEIRO DO SUL,CAMIONETA,CARGA,0,118,CARRO
ACRE,CRUZEIRO DO SUL,CAMIONETA,CARGA,2,14,CARRO
ACRE,CRUZEIRO DO SUL,CAMIONETA,ESPECIAL,0,1,CARRO
ACRE,CRUZEIRO DO SUL,CAMIONETA,ESPECIAL,2,1,CARRO
ACRE,CRUZEIRO DO SUL,CAMIONETA,MISTO,0,278,CARRO
ACRE,CRUZEIRO DO SUL,CAMIONETA,MISTO,2,285,CARRO
ACRE,CRUZEIRO DO SUL,CAMIONETA,PASSAGEIRO,0,9,CARRO
ACRE,CRUZEIRO DO SUL,CAMIONETA,PASSAGEIRO,2,1,CARRO
ACRE,CRUZEIRO DO SUL,CAMIONETA,TRACAO,0,1,CARRO
ACRE,CRUZEIRO DO SUL,CICLOMOTOR,PASSAGEIRO,0,44,MOTO
ACRE,CRUZEIRO DO SUL,MICROONIBUS,PASSAGEIRO,0,28,PESADO
ACRE,CRUZEIRO DO SUL,MICROONIBUS,PASSAGEIRO,2,37,PESADO
ACRE,CRUZEIRO DO SUL,MOTOCICLETA,CARGA,0,70,MOTO
ACRE,CRUZEIRO DO SUL,MOTOCICLETA,MISTO,0,1,MOTO
ACRE,CRUZEIRO DO SUL,MOTOCICLETA,PASSAGEIRO,0,22667,MOTO
ACRE,CRUZEIRO DO SUL,MOTOCICLETA,PASSAGEIRO,2,4,MOTO
ACRE,CRUZEIRO DO SUL,MOTONETA,PASSAGEIRO,0,10291,MOTO
ACRE,CRUZEIRO DO SUL,MOTONETA,PASSAGEIRO,2,1,MOTO
ACRE,CRUZEIRO DO SUL,MOTOR-CASA,ESPECIAL,2,1,PESADO
ACRE,CRUZEIRO DO SUL,ONIBUS,PASSAGEIRO,0,56,PESADO
ACRE,CRUZEIRO DO SUL,ONIBUS,PASSAGEIRO,2,36,PESADO
ACRE,CRUZEIRO DO SUL,REBOQUE,CARGA,0,5,IMPLEMENTO
ACRE,CRUZEIRO DO SUL,REBOQUE,CARGA,1,127,IMPLEMENTO
ACRE,CRUZEIRO DO SUL,REBOQUE,CARGA,2,23,IMPLEMENTO
ACRE,CRUZEIRO DO SUL,REBOQUE,CARGA,3,2,IMPLEMENTO
ACRE,CRUZEIRO DO SUL,REBOQUE,CARGA,4,5,IMPLEMENTO
ACRE,CRUZEIRO DO SUL,REBOQUE,ESPECIAL,2,26,IMPLEMENTO
ACRE,CRUZEIRO DO SUL,SEMI-REBOQUE,CARGA,0,6,IMPLEMENTO
ACRE,CRUZEIRO DO SUL,SEMI-REBOQUE,CARGA,1,28,IMPLEMENTO
ACRE,CRUZEIRO DO SUL,SEMI-REBOQUE,CARGA,2,126,IMPLEMENTO
ACRE,CRUZEIRO DO SUL,SEMI-REBOQUE,CARGA,3,169,IMPLEMENTO
ACRE,CRUZEIRO DO SUL,SEMI-REBOQUE,CARGA,4,32,IMPLEMENTO
ACRE,CRUZEIRO DO SUL,SEMI-REBOQUE,ESPECIAL,2,23,IMPLEMENTO
ACRE,CRUZEIRO DO SUL,Sem Informação,Sem Informação,0,52,NAO_CLASSIFICADO
ACRE,CRUZEIRO DO SUL,TRICICLO,CARGA,0,4,MOTO
ACRE,CRUZEIRO DO SUL,TRICICLO,CARGA,2,13,MOTO
ACRE,CRUZEIRO DO SUL,TRICICLO,PASSAGEIRO,0,1,MOTO
ACRE,CRUZEIRO DO SUL,UTILITARIO,MISTO,0,67,CARRO
ACRE,CRUZEIRO DO SUL,UTILITARIO,MISTO,2,171,CARRO
ACRE,EPITACIOLANDIA,AUTOMOVEL,ESPECIAL,2,1,CARRO
ACRE,EPITACIOLANDIA,AUTOMOVEL,MISTO,0,2,CARRO
ACRE,EPITACIOLANDIA,AUTOMOVEL,PASSAGEIRO,0,1573,CARRO
ACRE,EPITACIOLANDIA,AUTOMOVEL,PASSAGEIRO,2,995,CARRO
ACRE,EPITACIOLANDIA,CAMINHAO,CARGA,0,88,PESADO
ACRE,EPITACIOLANDIA,CAMINHAO,CARGA,1,1,PESADO
ACRE,EPITACIOLANDIA,CAMINHAO,CARGA,2,108,PESADO
ACRE,EPITACIOLANDIA,CAMINHAO,CARGA,3,104,PESADO
ACRE,EPITACIOLANDIA,CAMINHAO,CARGA,4,8,PESADO
ACRE,EPITACIOLANDIA,CAMINHAO,ESPECIAL,0,2,PESADO
ACRE,EPITACIOLANDIA,CAMINHAO,ESPECIAL,2,45,PESADO
ACRE,EPITACIOLANDIA,CAMINHAO,ESPECIAL,3,2,PESADO
ACRE,EPITACIOLANDIA,CAMINHAO,ESPECIAL,4,1,PESADO
ACRE,EPITACIOLANDIA,CAMINHAO TRATOR,TRACAO,0,2,PESADO
ACRE,EPITACIOLANDIA,CAMINHAO TRATOR,TRACAO,2,8,PESADO
ACRE,EPITACIOLANDIA,CAMINHAO TRATOR,TRACAO,3,96,PESADO
ACRE,EPITACIOLANDIA,CAMINHAO TRATOR,TRACAO,5,1,PESADO
ACRE,EPITACIOLANDIA,CAMINHONETE,CARGA,0,286,CARRO
ACRE,EPITACIOLANDIA,CAMINHONETE,CARGA,2,238,CARRO
ACRE,EPITACIOLANDIA,CAMINHONETE,ESPECIAL,0,381,CARRO
ACRE,EPITACIOLANDIA,CAMINHONETE,ESPECIAL,1,1,CARRO
ACRE,EPITACIOLANDIA,CAMINHONETE,ESPECIAL,2,539,CARRO
ACRE,EPITACIOLANDIA,CAMIONETA,CARGA,0,46,CARRO
ACRE,EPITACIOLANDIA,CAMIONETA,CARGA,2,5,CARRO
ACRE,EPITACIOLANDIA,CAMIONETA,MISTO,0,60,CARRO
ACRE,EPITACIOLANDIA,CAMIONETA,MISTO,2,62,CARRO
ACRE,EPITACIOLANDIA,CAMIONETA,PASSAGEIRO,0,2,CARRO
ACRE,EPITACIOLANDIA,CAMIONETA,PASSAGEIRO,2,1,CARRO
ACRE,EPITACIOLANDIA,CICLOMOTOR,PASSAGEIRO,0,8,MOTO
ACRE,EPITACIOLANDIA,MICROONIBUS,PASSAGEIRO,0,5,PESADO
ACRE,EPITACIOLANDIA,MICROONIBUS,PASSAGEIRO,2,11,PESADO
ACRE,EPITACIOLANDIA,MOTOCICLETA,CARGA,0,27,MOTO
ACRE,EPITACIOLANDIA,MOTOCICLETA,PASSAGEIRO,0,3487,MOTO
ACRE,EPITACIOLANDIA,MOTOCICLETA,PASSAGEIRO,2,1,MOTO
ACRE,EPITACIOLANDIA,MOTONETA,PASSAGEIRO,0,889,MOTO
ACRE,EPITACIOLANDIA,ONIBUS,PASSAGEIRO,0,12,PESADO
ACRE,EPITACIOLANDIA,ONIBUS,PASSAGEIRO,2,12,PESADO
ACRE,EPITACIOLANDIA,REBOQUE,CARGA,0,9,IMPLEMENTO
ACRE,EPITACIOLANDIA,REBOQUE,CARGA,1,121,IMPLEMENTO
ACRE,EPITACIOLANDIA,REBOQUE,CARGA,2,15,IMPLEMENTO
ACRE,EPITACIOLANDIA,REBOQUE,CARGA,3,6,IMPLEMENTO
ACRE,EPITACIOLANDIA,REBOQUE,ESPECIAL,2,25,IMPLEMENTO
ACRE,EPITACIOLANDIA,SEMI-REBOQUE,CARGA,0,7,IMPLEMENTO
ACRE,EPITACIOLANDIA,SEMI-REBOQUE,CARGA,1,1,IMPLEMENTO
ACRE,EPITACIOLANDIA,SEMI-REBOQUE,CARGA,2,89,IMPLEMENTO
ACRE,EPITACIOLANDIA,SEMI-REBOQUE,CARGA,3,64,IMPLEMENTO
ACRE,EPITACIOLANDIA,SEMI-REBOQUE,CARGA,4,4,IMPLEMENTO
ACRE,EPITACIOLANDIA,SEMI-REBOQUE,ESPECIAL,2,4,IMPLEMENTO
ACRE,EPITACIOLANDIA,Sem Informação,Sem Informação,0,3,NAO_CLASSIFICADO
ACRE,EPITACIOLANDIA,TRICICLO,CARGA,0,3,MOTO
ACRE,EPITACIOLANDIA,UTILITARIO,MISTO,0,6,CARRO
ACRE,EPITACIOLANDIA,UTILITARIO,MISTO,2,27,CARRO
ACRE,FEIJO,AUTOMOVEL,COLECAO,0,1,CARRO
ACRE,FEIJO,AUTOMOVEL,MISTO,0,1,CARRO
ACRE,FEIJO,AUTOMOVEL,PASSAGEIRO,0,476,CARRO
ACRE,FEIJO,AUTOMOVEL,PASSAGEIRO,2,385,CARRO
ACRE,FEIJO,CAMINHAO,CARGA,0,50,PESADO
ACRE,FEIJO,CAMINHAO,CARGA,1,1,PESADO
ACRE,FEIJO,CAMINHAO,CARGA,2,31,PESADO
ACRE,FEIJO,CAMINHAO,CARGA,3,31,PESADO
ACRE,FEIJO,CAMINHAO,CARGA,4,2,PESADO
ACRE,FEIJO,CAMINHAO,ESPECIAL,2,3,PESADO
ACRE,FEIJO,CAMINHAO TRATOR,TRACAO,0,1,PESADO
ACRE,FEIJO,CAMINHAO TRATOR,TRACAO,2,1,PESADO
ACRE,FEIJO,CAMINHAO TRATOR,TRACAO,3,3,PESADO
