state,municipality,vehicle_type,vehicle_species,axles,vehicle_count,vehicle_class
BAHIA,TEODORO SAMPAIO,CAMIONETA,MISTO,0,6,CARRO
BAHIA,TEODORO SAMPAIO,CAMIONETA,MISTO,2,10,CARRO
BAHIA,TEODORO SAMPAIO,CICLOMOTOR,PASSAGEIRO,0,2,MOTO
BAHIA,TEODORO SAMPAIO,MICROONIBUS,PASSAGEIRO,0,9,PESADO
BAHIA,TEODORO SAMPAIO,MICROONIBUS,PASSAGEIRO,2,12,PESADO
BAHIA,TEODORO SAMPAIO,MOTOCICLETA,CARGA,0,1,MOTO
BAHIA,TEODORO SAMPAIO,MOTOCICLETA,PASSAGEIRO,0,406,MOTO
BAHIA,TEODORO SAMPAIO,MOTOCICLETA,PASSAGEIRO,2,3,MOTO
BAHIA,TEODORO SAMPAIO,MOTONETA,PASSAGEIRO,0,24,MOTO
BAHIA,TEODORO SAMPAIO,ONIBUS,PASSAGEIRO,0,5,PESADO
BAHIA,TEODORO SAMPAIO,ONIBUS,PASSAGEIRO,2,7,PESADO
BAHIA,TEODORO SAMPAIO,REBOQUE,CARGA,1,17,IMPLEMENTO
BAHIA,TEODORO SAMPAIO,REBOQUE,CARGA,2,7,IMPLEMENTO
BAHIA,TEODORO SAMPAIO,TRICICLO,CARGA,0,1,MOTO
BAHIA,TEODORO SAMPAIO,UTILITARIO,MISTO,0,2,CARRO
BAHIA,TEODORO SAMPAIO,UTILITARIO,MISTO,2,7,CARRO
BAHIA,TEOFILANDIA,AUTOMOVEL,COLECAO,0,2,CARRO
BAHIA,TEOFILANDIA,AUTOMOVEL,MISTO,0,20,CARRO
BAHIA,TEOFILANDIA,AUTOMOVEL,MISTO,2,10,CARRO
BAHIA,TEOFILANDIA,AUTOMOVEL,PASSAGEIRO,0,2063,CARRO
BAHIA,TEOFILANDIA,AUTOMOVEL,PASSAGEIRO,2,594,CARRO
BAHIA,TEOFILANDIA,CAMINHAO,CARGA,0,19,PESADO
BAHIA,TEOFILANDIA,CAMINHAO,CARGA,2,68,PESADO
BAHIA,TEOFILANDIA,CAMINHAO,CARGA,3,48,PESADO
BAHIA,TEOFILANDIA,CAMINHAO,CARGA,4,3,PESADO
BAHIA,TEOFILANDIA,CAMINHAO,ESPECIAL,0,1,PESADO
BAHIA,TEOFILANDIA,CAMINHAO,ESPECIAL,2,4,PESADO
BAHIA,TEOFILANDIA,CAMINHAO,ESPECIAL,3,1,PESADO
BAHIA,TEOFILANDIA,CAMINHAO TRATOR,TRACAO,0,2,PESADO
BAHIA,TEOFILANDIA,CAMINHAO TRATOR,TRACAO,2,2,PESADO
BAHIA,TEOFILANDIA,CAMINHAO TRATOR,TRACAO,3,10,PESADO
BAHIA,TEOFILANDIA,CAMINHONETE,CARGA,0,120,CARRO
BAHIA,TEOFILANDIA,CAMINHONETE,CARGA,2,76,CARRO
BAHIA,TEOFILANDIA,CAMINHONETE,ESPECIAL,0,129,CARRO
BAHIA,TEOFILANDIA,CAMINHONETE,ESPECIAL,2,115,CARRO
BAHIA,TEOFILANDIA,CAMIONETA,CARGA,0,4,CARRO
BAHIA,TEOFILANDIA,CAMIONETA,CARGA,2,25,CARRO
BAHIA,TEOFILANDIA,CAMIONETA,MISTO,0,63,CARRO
BAHIA,TEOFILANDIA,CAMIONETA,MISTO,2,59,CARRO
BAHIA,TEOFILANDIA,CAMIONETA,PASSAGEIRO,0,3,CARRO
BAHIA,TEOFILANDIA,CICLOMOTOR,PASSAGEIRO,0,9,MOTO
BAHIA,TEOFILANDIA,MICROONIBUS,ESPECIAL,2,1,PESADO
BAHIA,TEOFILANDIA,MICROONIBUS,PASSAGEIRO,0,42,PESADO
BAHIA,TEOFILANDIA,MICROONIBUS,PASSAGEIRO,2,20,PESADO
BAHIA,TEOFILANDIA,MOTOCICLETA,CARGA,0,9,MOTO
BAHIA,TEOFILANDIA,MOTOCICLETA,PASSAGEIRO,0,3040,MOTO
BAHIA,TEOFILANDIA,MOTOCICLETA,PASSAGEIRO,1,3,MOTO
BAHIA,TEOFILANDIA,MOTOCICLETA,PASSAGEIRO,2,7,MOTO
BAHIA,TEOFILANDIA,MOTONETA,PASSAGEIRO,0,241,MOTO
BAHIA,TEOFILANDIA,MOTOR-CASA,ESPECIAL,3,1,PESADO
BAHIA,TEOFILANDIA,ONIBUS,MISTO,2,1,PESADO
BAHIA,TEOFILANDIA,ONIBUS,PASSAGEIRO,0,13,PESADO
BAHIA,TEOFILANDIA,ONIBUS,PASSAGEIRO,2,37,PESADO
BAHIA,TEOFILANDIA,REBOQUE,CARGA,0,2,IMPLEMENTO
BAHIA,TEOFILANDIA,REBOQUE,CARGA,1,44,IMPLEMENTO
BAHIA,TEOFILANDIA,REBOQUE,CARGA,2,30,IMPLEMENTO
BAHIA,TEOFILANDIA,REBOQUE,ESPECIAL,2,2,IMPLEMENTO
BAHIA,TEOFILANDIA,SEMI-REBOQUE,CARGA,0,2,IMPLEMENTO
BAHIA,TEOFILANDIA,SEMI-REBOQUE,CARGA,2,5,IMPLEMENTO
BAHIA,TEOFILANDIA,SEMI-REBOQUE,CARGA,3,11,IMPLEMENTO
BAHIA,TEOFILANDIA,Sem Informação,Sem Informação,0,19,NAO_CLASSIFICADO
BAHIA,TEOFILANDIA,TRICICLO,CARGA,0,3,MOTO
BAHIA,TEOFILANDIA,UTILITARIO,MISTO,0,8,CARRO
BAHIA,TEOFILANDIA,UTILITARIO,MISTO,2,25,CARRO
BAHIA,TEOLANDIA,AUTOMOVEL,MISTO,0,2,CARRO
BAHIA,TEOLANDIA,AUTOMOVEL,PASSAGEIRO,0,986,CARRO
BAHIA,TEOLANDIA,AUTOMOVEL,PASSAGEIRO,1,1,CARRO
BAHIA,TEOLANDIA,AUTOMOVEL,PASSAGEIRO,2,338,CARRO
BAHIA,TEOLANDIA,CAMINHAO,CARGA,0,44,PESADO
BAHIA,TEOLANDIA,CAMINHAO,CARGA,2,143,PESADO
BAHIA,TEOLANDIA,CAMINHAO,CARGA,3,27,PESADO
BAHIA,TEOLANDIA,CAMINHAO,CARGA,4,2,PESADO
BAHIA,TEOLANDIA,CAMINHAO,ESPECIAL,2,1,PESADO
BAHIA,TEOLANDIA,CAMINHAO TRATOR,TRACAO,2,1,PESADO
BAHIA,TEOLANDIA,CAMINHAO TRATOR,TRACAO,3,4,PESADO
BAHIA,TEOLANDIA,CAMINHONETE,CARGA,0,325,CARRO
BAHIA,TEOLANDIA,CAMINHONETE,CARGA,1,2,CARRO
BAHIA,TEOLANDIA,CAMINHONETE,CARGA,2,146,CARRO
BAHIA,TEOLANDIA,CAMINHONETE,ESPECIAL,0,106,CARRO
BAHIA,TEOLANDIA,CAMINHONETE,ESPECIAL,2,99,CARRO
BAHIA,TEOLANDIA,CAMIONETA,CARGA,0,3,CARRO
BAHIA,TEOLANDIA,CAMIONETA,MISTO,0,49,CARRO
BAHIA,TEOLANDIA,CAMIONETA,MISTO,2,52,CARRO
BAHIA,TEOLANDIA,CAMIONETA,PASSAGEIRO,0,3,CARRO
BAHIA,TEOLANDIA,CAMIONETA,PASSAGEIRO,2,1,CARRO
BAHIA,TEOLANDIA,CAMIONETA,Sem Informação,0,1,CARRO
BAHIA,TEOLANDIA,MICROONIBUS,PASSAGEIRO,0,51,PESADO
BAHIA,TEOLANDIA,MICROONIBUS,PASSAGEIRO,2,31,PESADO
BAHIA,TEOLANDIA,MOTOCICLETA,CARGA,0,1,MOTO
BAHIA,TEOLANDIA,MOTOCICLETA,PASSAGEIRO,0,1802,MOTO
BAHIA,TEOLANDIA,MOTOCICLETA,PASSAGEIRO,2,2,MOTO
BAHIA,TEOLANDIA,MOTONETA,PASSAGEIRO,0,82,MOTO
BAHIA,TEOLANDIA,MOTOR-CASA,ESPECIAL,0,3,PESADO
BAHIA,TEOLANDIA,MOTOR-CASA,ESPECIAL,3,2,PESADO
BAHIA,TEOLANDIA,ONIBUS,PASSAGEIRO,0,15,PESADO
BAHIA,TEOLANDIA,ONIBUS,PASSAGEIRO,2,15,PESADO
BAHIA,TEOLANDIA,ONIBUS,PASSAGEIRO,3,7,PESADO
BAHIA,TEOLANDIA,ONIBUS,PASSAGEIRO,4,1,PESADO
BAHIA,TEOLANDIA,REBOQUE,CARGA,1,19,IMPLEMENTO
BAHIA,TEOLANDIA,REBOQUE,CARGA,2,13,IMPLEMENTO
BAHIA,TEOLANDIA,REBOQUE,ESPECIAL,0,1,IMPLEMENTO
BAHIA,TEOLANDIA,REBOQUE,ESPECIAL,2,1,IMPLEMENTO
BAHIA,TEOLANDIA,SEMI-REBOQUE,CARGA,0,2,IMPLEMENTO
BAHIA,TEOLANDIA,SEMI-REBOQUE,CARGA,2,2,IMPLEMENTO
BAHIA,TEOLANDIA,SEMI-REBOQUE,CARGA,3,5,IMPLEMENTO
BAHIA,TEOLANDIA,TRICICLO,CARGA,0,3,MOTO
BAHIA,TEOLANDIA,TRICICLO,PASSAGEIRO,0,1,MOTO
BAHIA,TEOLANDIA,UTILITARIO,MISTO,0,7,CARRO
BAHIA,TEOLANDIA,UTILITARIO,MISTO,2,5,CARRO
BAHIA,TERRA NOVA,AUTOMOVEL,ESPECIAL,0,1,CARRO
BAHIA,TERRA NOVA,AUTOMOVEL,MISTO,0,14,CARRO
BAHIA,TERRA NOVA,AUTOMOVEL,MISTO,2,1,CARRO
BAHIA,TERRA NOVA,AUTOMOVEL,PASSAGEIRO,0,625,CARRO
BAHIA,TERRA NOVA,AUTOMOVEL,PASSAGEIRO,2,294,CARRO
BAHIA,TERRA NOVA,CAMINHAO,CARGA,0,2,PESADO
BAHIA,TERRA NOVA,CAMINHAO,CARGA,2,18,PESADO
BAHIA,TERRA NOVA,CAMINHAO,CARGA,3,14,PESADO
BAHIA,TERRA NOVA,CAMINHAO,CARGA,4,1,PESADO
BAHIA,TERRA NOVA,CAMINHAO TRATOR,TRACAO,0,1,PESADO
BAHIA,TERRA NOVA,CAMINHAO TRATOR,TRACAO,2,2,PESADO
BAHIA,TERRA NOVA,CAMINHAO TRATOR,TRACAO,3,2,PESADO
BAHIA,TERRA NOVA,CAMINHONETE,CARGA,0,39,CARRO
BAHIA,TERRA NOVA,CAMINHONETE,CARGA,2,22,CARRO
BAHIA,TERRA NOVA,CAMINHONETE,ESPECIAL,0,27,CARRO
BAHIA,TERRA NOVA,CAMINHONETE,ESPECIAL,2,27,CARRO
BAHIA,TERRA NOVA,CAMIONETA,CARGA,0,1,CARRO
BAHIA,TERRA NOVA,CAMIONETA,CARGA,2,2,CARRO
BAHIA,TERRA NOVA,CAMIONETA,MISTO,0,17,CARRO
BAHIA,TERRA NOVA,CAMIONETA,MISTO,2,21,CARRO
BAHIA,TERRA NOVA,CICLOMOTOR,PASSAGEIRO,0,5,MOTO
BAHIA,TERRA NOVA,MICROONIBUS,PASSAGEIRO,0,9,PESADO
BAHIA,TERRA NOVA,MICROONIBUS,PASSAGEIRO,2,21,PESADO
BAHIA,TERRA NOVA,MOTOCICLETA,CARGA,0,6,MOTO
BAHIA,TERRA NOVA,MOTOCICLETA,PASSAGEIRO,0,680,MOTO
BAHIA,TERRA NOVA,MOTONETA,PASSAGEIRO,0,80,MOTO
BAHIA,TERRA NOVA,ONIBUS,PASSAGEIRO,0,11,PESADO
BAHIA,TERRA NOVA,ONIBUS,PASSAGEIRO,2,13,PESADO
BAHIA,TERRA NOVA,REBOQUE,CARGA,1,25,IMPLEMENTO
BAHIA,TERRA NOVA,REBOQUE,CARGA,2,13,IMPLEMENTO
BAHIA,TERRA NOVA,REBOQUE,ESPECIAL,2,1,IMPLEMENTO
BAHIA,TERRA NOVA,SEMI-REBOQUE,CARGA,2,2,IMPLEMENTO
BAHIA,TERRA NOVA,SEMI-REBOQUE,CARGA,3,1,IMPLEMENTO
BAHIA,TERRA NOVA,Sem Informação,Sem Informação,0,3,NAO_CLASSIFICADO
BAHIA,TERRA NOVA,TRICICLO,CARGA,0,3,MOTO
BAHIA,TERRA NOVA,TRICICLO,PASSAGEIRO,0,1,MOTO
BAHIA,TERRA NOVA,UTILITARIO,MISTO,0,8,CARRO
BAHIA,TERRA NOVA,UTILITARIO,MISTO,2,20,CARRO
BAHIA,TREMEDAL,AUTOMOVEL,CARGA,0,1,CARRO
BAHIA,TREMEDAL,AUTOMOVEL,ESPECIAL,0,4,CARRO
BAHIA,TREMEDAL,AUTOMOVEL,ESPECIAL,2,1,CARRO
BAHIA,TREMEDAL,AUTOMOVEL,MISTO,0,11,CARRO
BAHIA,TREMEDAL,AUTOMOVEL,MISTO,2,1,CARRO
BAHIA,TREMEDAL,AUTOMOVEL,PASSAGEIRO,0,1380,CARRO
BAHIA,TREMEDAL,AUTOMOVEL,PASSAGEIRO,2,159,CARRO
BAHIA,TREMEDAL,CAMINHAO,CARGA,0,21,PESADO
BAHIA,TREMEDAL,CAMINHAO,CARGA,2,46,PESADO
BAHIA,TREMEDAL,CAMINHAO,CARGA,3,15,PESADO
BAHIA,TREMEDAL,CAMINHAO,CARGA,4,2,PESADO
BAHIA,TREMEDAL,CAMINHAO,ESPECIAL,0,1,PESADO
BAHIA,TREMEDAL,CAMINHAO,ESPECIAL,2,2,PESADO
BAHIA,TREMEDAL,CAMINHAO TRATOR,TRACAO,0,1,PESADO
BAHIA,TREMEDAL,CAMINHAO TRATOR,TRACAO,3,9,PESADO
BAHIA,TREMEDAL,CAMINHONETE,CARGA,0,189,CARRO
BAHIA,TREMEDAL,CAMINHONETE,CARGA,1,2,CARRO
BAHIA,TREMEDAL,CAMINHONETE,CARGA,2,54,CARRO
BAHIA,TREMEDAL,CAMINHONETE,ESPECIAL,0,105,CARRO
BAHIA,TREMEDAL,CAMINHONETE,ESPECIAL,2,86,CARRO
BAHIA,TREMEDAL,CAMINHONETE,PASSAGEIRO,2,1,CARRO
BAHIA,TREMEDAL,CAMIONETA,CARGA,0,8,CARRO
BAHIA,TREMEDAL,CAMIONETA,MISTO,0,48,CARRO
BAHIA,TREMEDAL,CAMIONETA,MISTO,2,29,CARRO
BAHIA,TREMEDAL,CICLOMOTOR,PASSAGEIRO,0,3,MOTO
BAHIA,TREMEDAL,MICROONIBUS,PASSAGEIRO,0,33,PESADO
BAHIA,TREMEDAL,MICROONIBUS,PASSAGEIRO,2,13,PESADO
BAHIA,TREMEDAL,MOTOCICLETA,CARGA,0,7,MOTO
BAHIA,TREMEDAL,MOTOCICLETA,PASSAGEIRO,0,1361,MOTO
BAHIA,TREMEDAL,MOTONETA,PASSAGEIRO,0,154,MOTO
BAHIA,TREMEDAL,MOTONETA,PASSAGEIRO,2,1,MOTO
BAHIA,TREMEDAL,ONIBUS,PASSAGEIRO,0,37,PESADO
BAHIA,TREMEDAL,ONIBUS,PASSAGEIRO,2,27,PESADO
BAHIA,TREMEDAL,ONIBUS,PASSAGEIRO,3,8,PESADO
BAHIA,TREMEDAL,REBOQUE,CARGA,0,1,IMPLEMENTO
BAHIA,TREMEDAL,REBOQUE,CARGA,1,23,IMPLEMENTO
BAHIA,TREMEDAL,REBOQUE,CARGA,2,10,IMPLEMENTO
BAHIA,TREMEDAL,SEMI-REBOQUE,CARGA,2,1,IMPLEMENTO
BAHIA,TREMEDAL,SEMI-REBOQUE,CARGA,3,5,IMPLEMENTO
BAHIA,TREMEDAL,SEMI-REBOQUE,CARGA,4,3,IMPLEMENTO
BAHIA,TREMEDAL,UTILITARIO,MISTO,0,7,CARRO
BAHIA,TREMEDAL,UTILITARIO,MISTO,2,13,CARRO
BAHIA,TUCANO,AUTOMOVEL,COLECAO,0,1,CARRO
BAHIA,TUCANO,AUTOMOVEL,ESPECIAL,0,2,CARRO
BAHIA,TUCANO,AUTOMOVEL,MISTO,0,42,CARRO
BAHIA,TUCANO,AUTOMOVEL,MISTO,2,1,CARRO
BAHIA,TUCANO,AUTOMOVEL,PASSAGEIRO,0,4257,CARRO
BAHIA,TUCANO,AUTOMOVEL,PASSAGEIRO,1,1,CARRO
BAHIA,TUCANO,AUTOMOVEL,PASSAGEIRO,2,1009,CARRO
BAHIA,TUCANO,CAMINHAO,CARGA,0,50,PESADO
BAHIA,TUCANO,CAMINHAO,CARGA,1,1,PESADO
BAHIA,TUCANO,CAMINHAO,CARGA,2,173,PESADO
BAHIA,TUCANO,CAMINHAO,CARGA,3,179,PESADO
BAHIA,TUCANO,CAMINHAO,CARGA,4,5,PESADO
BAHIA,TUCANO,CAMINHAO,ESPECIAL,2,5,PESADO
BAHIA,TUCANO,CAMINHAO,ESPECIAL,3,1,PESADO
BAHIA,TUCANO,CAMINHAO TRATOR,TRACAO,0,12,PESADO
BAHIA,TUCANO,CAMINHAO TRATOR,TRACAO,2,6,PESADO
BAHIA,TUCANO,CAMINHAO TRATOR,TRACAO,3,54,PESADO
BAHIA,TUCANO,CAMINHONETE,CARGA,0,383,CARRO
BAHIA,TUCANO,CAMINHONETE,CARGA,1,10,CARRO
BAHIA,TUCANO,CAMINHONETE,CARGA,2,211,CARRO
BAHIA,TUCANO,CAMINHONETE,CARGA,20,1,CARRO
BAHIA,TUCANO,CAMINHONETE,ESPECIAL,0,400,CARRO
BAHIA,TUCANO,CAMINHONETE,ESPECIAL,2,448,CARRO
BAHIA,TUCANO,CAMIONETA,CARGA,0,17,CARRO
BAHIA,TUCANO,CAMIONETA,CARGA,2,3,CARRO
BAHIA,TUCANO,CAMIONETA,MISTO,0,168,CARRO
BAHIA,TUCANO,CAMIONETA,MISTO,2,191,CARRO
BAHIA,TUCANO,CAMIONETA,PASSAGEIRO,0,2,CARRO
BAHIA,TUCANO,CICLOMOTOR,PASSAGEIRO,0,19,MOTO
BAHIA,TUCANO,MICROONIBUS,PASSAGEIRO,0,59,PESADO
BAHIA,TUCANO,MICROONIBUS,PASSAGEIRO,2,35,PESADO
BAHIA,TUCANO,MOTOCICLETA,CARGA,0,18,MOTO
BAHIA,TUCANO,MOTOCICLETA,PASSAGEIRO,0,8825,MOTO
BAHIA,TUCANO,MOTOCICLETA,PASSAGEIRO,1,1,MOTO
BAHIA,TUCANO,MOTOCICLETA,PASSAGEIRO,2,3,MOTO
BAHIA,TUCANO,MOTONETA,PASSAGEIRO,0,1690,MOTO
BAHIA,TUCANO,MOTOR-CASA,ESPECIAL,0,1,PESADO
BAHIA,TUCANO,ONIBUS,PASSAGEIRO,0,101,PESADO
BAHIA,TUCANO,ONIBUS,PASSAGEIRO,2,65,PESADO
BAHIA,TUCANO,ONIBUS,PASSAGEIRO,3,1,PESADO
BAHIA,TUCANO,REBOQUE,CARGA,0,10,IMPLEMENTO
BAHIA,TUCANO,REBOQUE,CARGA,1,200,IMPLEMENTO
BAHIA,TUCANO,REBOQUE,CARGA,2,111,IMPLEMENTO
BAHIA,TUCANO,REBOQUE,CARGA,3,3,IMPLEMENTO
BAHIA,TUCANO,REBOQUE,ESPECIAL,1,1,IMPLEMENTO
BAHIA,TUCANO,REBOQUE,ESPECIAL,2,1,IMPLEMENTO
BAHIA,TUCANO,SEMI-REBOQUE,CARGA,0,1,IMPLEMENTO
BAHIA,TUCANO,SEMI-REBOQUE,CARGA,2,11,IMPLEMENTO
BAHIA,TUCANO,SEMI-REBOQUE,CARGA,3,64,IMPLEMENTO
BAHIA,TUCANO,SEMI-REBOQUE,CARGA,4,5,IMPLEMENTO
BAHIA,TUCANO,Sem Informação,Sem Informação,0,8,NAO_CLASSIFICADO
BAHIA,TUCANO,TRICICLO,CARGA,0,10,MOTO
BAHIA,TUCANO,TRICICLO,PASSAGEIRO,0,1,MOTO
BAHIA,TUCANO,TRICICLO,PASSAGEIRO,2,1,MOTO
BAHIA,TUCANO,UTILITARIO,MISTO,0,46,CARRO
BAHIA,TUCANO,UTILITARIO,MISTO,2,109,CARRO
BAHIA,TUCANO,UTILITARIO,MISTO,20,1,CARRO
BAHIA,UAUA,AUTOMOVEL,ESPECIAL,0,1,CARRO
BAHIA,UAUA,AUTOMOVEL,ESPECIAL,2,1,CARRO
BAHIA,UAUA,AUTOMOVEL,MISTO,0,9,CARRO
BAHIA,UAUA,AUTOMOVEL,MISTO,2,3,CARRO
BAHIA,UAUA,AUTOMOVEL,PASSAGEIRO,0,2209,CARRO
BAHIA,UAUA,AUTOMOVEL,PASSAGEIRO,2,542,CARRO
BAHIA,UAUA,CAMINHAO,CARGA,0,54,PESADO
BAHIA,UAUA,CAMINHAO,CARGA,1,1,PESADO
BAHIA,UAUA,CAMINHAO,CARGA,2,129,PESADO
BAHIA,UAUA,CAMINHAO,CARGA,3,57,PESADO
BAHIA,UAUA,CAMINHAO,CARGA,4,4,PESADO
BAHIA,UAUA,CAMINHAO,ESPECIAL,2,4,PESADO
BAHIA,UAUA,CAMINHAO,MISTO,0,1,PESADO
BAHIA,UAUA,CAMINHAO TRATOR,TRACAO,3,11,PESADO
BAHIA,UAUA,CAMINHONETE,CARGA,0,446,CARRO
BAHIA,UAUA,CAMINHONETE,CARGA,1,22,CARRO
BAHIA,UAUA,CAMINHONETE,CARGA,2,133,CARRO
BAHIA,UAUA,CAMINHONETE,ESPECIAL,0,323,CARRO
BAHIA,UAUA,CAMINHONETE,ESPECIAL,2,216,CARRO
BAHIA,UAUA,CAMINHONETE,ESPECIAL,20,1,CARRO
BAHIA,UAUA,CAMINHONETE,MISTO,1,1,CARRO
BAHIA,UAUA,CAMINHONETE,MISTO,2,1,CARRO
BAHIA,UAUA,CAMIONETA,CARGA,0,32,CARRO
BAHIA,UAUA,CAMIONETA,CARGA,2,3,CARRO
BAHIA,UAUA,CAMIONETA,ESPECIAL,0,1,CARRO
BAHIA,UAUA,CAMIONETA,MISTO,0,131,CARRO
BAHIA,UAUA,CAMIONETA,MISTO,1,2,CARRO
BAHIA,UAUA,CAMIONETA,MISTO,2,89,CARRO
BAHIA,UAUA,CAMIONETA,MISTO,4,1,CARRO
BAHIA,UAUA,CAMIONETA,PASSAGEIRO,0,1,CARRO
BAHIA,UAUA,CICLOMOTOR,PASSAGEIRO,0,12,MOTO
BAHIA,UAUA,MICROONIBUS,PASSAGEIRO,0,55,PESADO
BAHIA,UAUA,MICROONIBUS,PASSAGEIRO,2,21,PESADO
BAHIA,UAUA,MOTOCICLETA,CARGA,0,4,MOTO
BAHIA,UAUA,MOTOCICLETA,PASSAGEIRO,0,2458,MOTO
BAHIA,UAUA,MOTOCICLETA,PASSAGEIRO,2,5,MOTO
BAHIA,UAUA,MOTONETA,PASSAGEIRO,0,107,MOTO
BAHIA,UAUA,MOTOR-CASA,ESPECIAL,2,1,PESADO
BAHIA,UAUA,ONIBUS,PASSAGEIRO,0,26,PESADO
BAHIA,UAUA,ONIBUS,PASSAGEIRO,2,33,PESADO
BAHIA,UAUA,REBOQUE,CARGA,1,38,IMPLEMENTO
BAHIA,UAUA,REBOQUE,CARGA,2,40,IMPLEMENTO
BAHIA,UAUA,REBOQUE,CARGA,11,1,IMPLEMENTO
BAHIA,UAUA,SEMI-REBOQUE,CARGA,2,2,IMPLEMENTO
BAHIA,UAUA,SEMI-REBOQUE,CARGA,3,9,IMPLEMENTO
BAHIA,UAUA,SEMI-REBOQUE,CARGA,4,1,IMPLEMENTO
BAHIA,UAUA,Sem Informação,Sem Informação,0,1,NAO_CLASSIFICADO
BAHIA,UAUA,UTILITARIO,MISTO,0,13,CARRO
BAHIA,UAUA,UTILITARIO,MISTO,2,30,CARRO
BAHIA,UBAIRA,AUTOMOVEL,CARGA,0,1,CARRO
BAHIA,UBAIRA,AUTOMOVEL,COLECAO,0,1,CARRO
BAHIA,UBAIRA,AUTOMOVEL,MISTO,0,17,CARRO
BAHIA,UBAIRA,AUTOMOVEL,MISTO,1,1,CARRO
BAHIA,UBAIRA,AUTOMOVEL,MISTO,2,2,CARRO
BAHIA,UBAIRA,AUTOMOVEL,PASSAGEIRO,0,1503,CARRO
BAHIA,UBAIRA,AUTOMOVEL,PASSAGEIRO,2,586,CARRO
BAHIA,UBAIRA,CAMINHAO,CARGA,0,18,PESADO
BAHIA,UBAIRA,CAMINHAO,CARGA,1,1,PESADO
BAHIA,UBAIRA,CAMINHAO,CARGA,2,91,PESADO
BAHIA,UBAIRA,CAMINHAO,CARGA,3,29,PESADO
BAHIA,UBAIRA,CAMINHAO,ESPECIAL,2,6,PESADO
BAHIA,UBAIRA,CAMINHAO TRATOR,TRACAO,3,4,PESADO
BAHIA,UBAIRA,CAMINHONETE,CARGA,0,229,CARRO
BAHIA,UBAIRA,CAMINHONETE,CARGA,1,5,CARRO
BAHIA,UBAIRA,CAMINHONETE,CARGA,2,179,CARRO
BAHIA,UBAIRA,CAMINHONETE,ESPECIAL,0,108,CARRO
BAHIA,UBAIRA,CAMINHONETE,ESPECIAL,2,176,CARRO
BAHIA,UBAIRA,CAMINHONETE,MISTO,2,1,CARRO
BAHIA,UBAIRA,CAMIONETA,CARGA,0,1,CARRO
BAHIA,UBAIRA,CAMIONETA,CARGA,2,1,CARRO
BAHIA,UBAIRA,CAMIONETA,MISTO,0,36,CARRO
BAHIA,UBAIRA,CAMIONETA,MISTO,1,2,CARRO
BAHIA,UBAIRA,CAMIONETA,MISTO,2,82,CARRO
BAHIA,UBAIRA,CICLOMOTOR,PASSAGEIRO,0,1,MOTO
BAHIA,UBAIRA,MICROONIBUS,PASSAGEIRO,0,34,PESADO
BAHIA,UBAIRA,MICROONIBUS,PASSAGEIRO,2,19,PESADO
BAHIA,UBAIRA,MOTOCICLETA,CARGA,0,5,MOTO
BAHIA,UBAIRA,MOTOCICLETA,PASSAGEIRO,0,2489,MOTO
BAHIA,UBAIRA,MOTOCICLETA,PASSAGEIRO,2,3,MOTO
BAHIA,UBAIRA,MOTONETA,PASSAGEIRO,0,222,MOTO
BAHIA,UBAIRA,MOTONETA,PASSAGEIRO,2,3,MOTO
BAHIA,UBAIRA,ONIBUS,PASSAGEIRO,0,33,PESADO
BAHIA,UBAIRA,ONIBUS,PASSAGEIRO,2,51,PESADO
BAHIA,UBAIRA,REBOQUE,CARGA,0,1,IMPLEMENTO
BAHIA,UBAIRA,REBOQUE,CARGA,1,31,IMPLEMENTO
BAHIA,UBAIRA,REBOQUE,CARGA,2,21,IMPLEMENTO
BAHIA,UBAIRA,SEMI-REBOQUE,CARGA,2,2,IMPLEMENTO
BAHIA,UBAIRA,SEMI-REBOQUE,CARGA,3,3,IMPLEMENTO
BAHIA,UBAIRA,Sem Informação,Sem Informação,0,5,NAO_CLASSIFICADO
BAHIA,UBAIRA,TRICICLO,CARGA,0,1,MOTO
BAHIA,UBAIRA,UTILITARIO,MISTO,0,7,CARRO
BAHIA,UBAIRA,UTILITARIO,MISTO,2,19,CARRO
BAHIA,UBAITABA,AUTOMOVEL,ESPECIAL,0,1,CARRO
BAHIA,UBAITABA,AUTOMOVEL,MISTO,0,28,CARRO
BAHIA,UBAITABA,AUTOMOVEL,MISTO,2,4,CARRO
BAHIA,UBAITABA,AUTOMOVEL,PASSAGEIRO,0,1942,CARRO
BAHIA,UBAITABA,AUTOMOVEL,PASSAGEIRO,2,663,CARRO
BAHIA,UBAITABA,CAMINHAO,CARGA,0,30,PESADO
BAHIA,UBAITABA,CAMINHAO,CARGA,1,5,PESADO
BAHIA,UBAITABA,CAMINHAO,CARGA,2,151,PESADO
BAHIA,UBAITABA,CAMINHAO,CARGA,3,36,PESADO
BAHIA,UBAITABA,CAMINHAO,CARGA,4,4,PESADO
BAHIA,UBAITABA,CAMINHAO,ESPECIAL,0,1,PESADO
BAHIA,UBAITABA,CAMINHAO,ESPECIAL,2,1,PESADO
BAHIA,UBAITABA,CAMINHAO TRATOR,TRACAO,0,2,PESADO
BAHIA,UBAITABA,CAMINHAO TRATOR,TRACAO,2,1,PESADO
BAHIA,UBAITABA,CAMINHAO TRATOR,TRACAO,3,3,PESADO
BAHIA,UBAITABA,CAMINHONETE,CARGA,0,249,CARRO
