state,municipality,total_fleet,CARRO,MOTO,PESADO,IMPLEMENTO,NAO_CLASSIFICADO,OUTRO
MATO GROSSO,NOVA UBIRATA,8992,4220,2573,1061,1138,0,0
MATO GROSSO,NOVA XAVANTINA,18563,7827,8187,1076,1466,7,0
MATO GROSSO,NOVO HORIZONTE DO NORTE,2356,995,1196,117,46,2,0
MATO GROSSO,NOVO MUNDO,6143,2607,2440,507,589,0,0
MATO GROSSO,NOVO SANTO ANTONIO,645,275,312,24,34,0,0
MATO GROSSO,NOVO SAO JOAQUIM,4823,1998,2368,250,207,0,0
MATO GROSSO,PARANAITA,9627,4280,4407,600,336,4,0
MATO GROSSO,PARANATINGA,18344,8076,7782,1384,1097,5,0
MATO GROSSO,PEDRA PRETA,13546,6187,5548,970,834,7,0
MATO GROSSO,PEIXOTO DE AZEVEDO,23990,9962,12267,1118,639,4,0
MATO GROSSO,PLANALTO DA SERRA,1731,805,746,140,40,0,0
MATO GROSSO,POCONE,19516,8347,9743,975,445,6,0
MATO GROSSO,PONTAL DO ARAGUAIA,3947,1649,1997,111,187,3,0
MATO GROSSO,PONTE BRANCA,751,390,297,37,25,2,0
MATO GROSSO,PONTES E LACERDA,47792,19732,23296,2330,2415,19,0
MATO GROSSO,PORTO ALEGRE DO NORTE,7129,2934,3406,410,378,1,0
MATO GROSSO,PORTO DOS GAUCHOS,5283,2256,1973,484,565,5,0
MATO GROSSO,PORTO ESPERIDIAO,5965,2723,2642,368,228,4,0
MATO GROSSO,PORTO ESTRELA,1550,814,631,73,32,0,0
MATO GROSSO,POXOREU,9558,4822,3925,512,298,1,0
MATO GROSSO,PRIMAVERA DO LESTE,87357,41442,31820,6255,7812,28,0
MATO GROSSO,QUERENCIA,19795,8706,7406,1728,1950,5,0
MATO GROSSO,RESERVA DO CABACAL,1431,574,796,45,15,1,0
MATO GROSSO,RIBEIRAO CASCALHEIRA,7309,3038,3455,429,386,1,0
MATO GROSSO,RIBEIRAOZINHO,1618,798,606,112,102,0,0
MATO GROSSO,RIO BRANCO,3875,1504,2122,165,82,2,0
MATO GROSSO,RONDOLANDIA,2003,490,72,1253,188,0,0
MATO GROSSO,RONDONOPOLIS,241134,109788,94887,15121,21278,60,0
MATO GROSSO,ROSARIO OESTE,8002,3987,3272,484,254,5,0
MATO GROSSO,SALTO DO CEU,2878,1118,1552,128,77,3,0
MATO GROSSO,SANTA CARMEM,5082,2332,1342,632,774,2,0
MATO GROSSO,SANTA CRUZ DO XINGU,1225,467,595,84,79,0,0
MATO GROSSO,SANTA RITA DO TRIVELATO,2540,1286,579,341,333,1,0
MATO GROSSO,SANTA TEREZINHA,2335,755,1446,83,51,0,0
MATO GROSSO,SANTO AFONSO,1576,737,679,102,58,0,0
MATO GROSSO,SANTO ANTONIO DO LESTE,2360,1137,743,282,198,0,0
MATO GROSSO,SANTO ANTONIO DO LEVERGER,7367,4111,2735,268,251,2,0
MATO GROSSO,SAO FELIX DO ARAGUAIA,5273,1839,2952,235,246,1,0
MATO GROSSO,SAO JOSE DO POVO,1205,632,502,57,14,0,0
MATO GROSSO,SAO JOSE DO RIO CLARO,12802,5714,5198,959,921,10,0
MATO GROSSO,SAO JOSE DO XINGU,3215,1134,1720,212,149,0,0
MATO GROSSO,SAO JOSE DOS QUATRO MARCOS,15714,7334,6887,890,587,16,0
MATO GROSSO,SAO PEDRO DA CIPA,2328,1170,867,119,168,4,0
MATO GROSSO,SAPEZAL,28770,11608,8603,3185,5373,1,0
MATO GROSSO,SERRA NOVA DOURADA,470,175,220,34,41,0,0
MATO GROSSO,SINOP,189729,90670,75976,10529,12497,57,0
MATO GROSSO,SORRISO,111963,50562,41421,8559,11391,30,0
MATO GROSSO,TABAPORA,8358,3476,3302,709,871,0,0
MATO GROSSO,TANGARA DA SERRA,93694,44386,38832,5400,5052,24,0
MATO GROSSO,TAPURAH,12649,6020,3910,1262,1455,2,0
MATO GROSSO,TERRA NOVA DO NORTE,10027,4844,4154,632,392,5,0
MATO GROSSO,TESOURO,993,539,360,61,32,1,0
MATO GROSSO,TORIXOREU,3393,1655,1470,125,142,1,0
MATO GROSSO,UNIAO DO SUL,3129,1166,1359,309,295,0,0
MATO GROSSO,VALE DE SAO DOMINGOS,1570,728,721,74,47,0,0
MATO GROSSO,VARZEA GRANDE,233438,124510,89362,10613,8779,173,1
MATO GROSSO,VERA,9027,4073,2981,899,1064,10,0
MATO GROSSO,VILA BELA DA SANTISSIMA TRINDADE,8066,3264,4015,436,351,0,0
MATO GROSSO,VILA RICA,15534,5438,8415,875,805,1,0
MATO GROSSO DO SUL,AGUA CLARA,12519,7113,3581,1054,761,10,0
MATO GROSSO DO SUL,ALCINOPOLIS,3860,2130,1278,248,198,6,0
MATO GROSSO DO SUL,AMAMBAI,25884,14979,7670,1717,1496,22,0
MATO GROSSO DO SUL,ANASTACIO,16151,7603,7142,768,624,14,0
MATO GROSSO DO SUL,ANAURILANDIA,4958,3378,952,351,267,10,0
MATO GROSSO DO SUL,ANGELICA,8722,4808,2422,643,836,13,0
MATO GROSSO DO SUL,ANTONIO JOAO,5120,3507,892,388,332,1,0
MATO GROSSO DO SUL,APARECIDA DO TABOADO,21582,11822,7851,908,966,35,0
MATO GROSSO DO SUL,AQUIDAUANA,25783,12901,11282,702,860,38,0
MATO GROSSO DO SUL,ARAL MOREIRA,4165,2686,658,508,313,0,0
MATO GROSSO DO SUL,BANDEIRANTES,5382,3331,1237,473,338,3,0
MATO GROSSO DO SUL,BATAGUASSU,17307,11353,3831,1131,967,25,0
MATO GROSSO DO SUL,BATAYPORA,7800,4398,2293,471,629,9,0
MATO GROSSO DO SUL,BELA VISTA,10288,6568,2591,704,411,14,0
MATO GROSSO DO SUL,BODOQUENA,5135,2966,1717,284,166,2,0
MATO GROSSO DO SUL,BONITO,16614,9174,5971,806,643,20,0
MATO GROSSO DO SUL,BRASILANDIA,9050,5300,2539,636,559,16,0
MATO GROSSO DO SUL,CAARAPO,19427,11366,5084,1494,1467,16,0
MATO GROSSO DO SUL,CAMAPUA,10337,6002,3065,737,514,19,0
MATO GROSSO DO SUL,CAMPO GRANDE,743673,458670,225080,30056,27837,2026,4
MATO GROSSO DO SUL,CARACOL,2583,1709,623,165,85,1,0
MATO GROSSO DO SUL,CASSILANDIA,19652,10588,7489,857,675,43,0
MATO GROSSO DO SUL,CHAPADAO DO SUL,28714,16212,7388,2317,2779,18,0
MATO GROSSO DO SUL,CORGUINHO,2339,1449,653,163,71,3,0
MATO GROSSO DO SUL,CORONEL SAPUCAIA,4707,3065,776,605,258,3,0
MATO GROSSO DO SUL,CORUMBA,53370,30049,17542,2363,3324,92,0
MATO GROSSO DO SUL,COSTA RICA,20754,11544,6821,1250,1117,22,0
MATO GROSSO DO SUL,COXIM,27323,12620,11843,1289,1535,36,0
MATO GROSSO DO SUL,DEODAPOLIS,10253,6266,2957,636,378,16,0
MATO GROSSO DO SUL,DOIS IRMAOS DO BURITI,5399,3053,1856,320,168,2,0
MATO GROSSO DO SUL,DOURADINA,4905,2541,1412,502,441,9,0
MATO GROSSO DO SUL,DOURADOS,203705,119295,63114,9711,11179,406,0
MATO GROSSO DO SUL,ELDORADO,8315,4732,2422,578,575,8,0
MATO GROSSO DO SUL,FATIMA DO SUL,16783,9698,5095,946,1010,34,0
MATO GROSSO DO SUL,FIGUEIRAO,1806,1084,516,138,68,0,0
MATO GROSSO DO SUL,GLORIA DE DOURADOS,7970,4843,2434,371,307,15,0
MATO GROSSO DO SUL,GUIA LOPES DA LAGUNA,7020,3946,2415,357,293,9,0
MATO GROSSO DO SUL,IGUATEMI,9629,5667,2769,636,544,13,0
MATO GROSSO DO SUL,INOCENCIA,7355,4625,1787,585,350,8,0
MATO GROSSO DO SUL,ITAPORA,14223,7716,4287,1124,1080,15,1
MATO GROSSO DO SUL,ITAQUIRAI,11498,6620,3766,657,453,2,0
MATO GROSSO DO SUL,IVINHEMA,24027,12809,7757,1538,1902,21,0
MATO GROSSO DO SUL,JAPORA,2214,1320,668,122,103,1,0
MATO GROSSO DO SUL,JARAGUARI,2948,1946,637,235,122,8,0
MATO GROSSO DO SUL,JARDIM,17351,9981,5457,949,947,17,0
MATO GROSSO DO SUL,JATEI,2537,1558,715,149,109,6,0
MATO GROSSO DO SUL,JUTI,4010,2615,976,251,166,2,0
MATO GROSSO DO SUL,LADARIO,10740,6593,3389,456,290,12,0
MATO GROSSO DO SUL,LAGUNA CARAPA,4350,2634,767,516,428,5,0
MATO GROSSO DO SUL,MARACAJU,33833,18973,8591,2979,3266,24,0
MATO GROSSO DO SUL,MIRANDA,13372,7248,4791,744,573,16,0
MATO GROSSO DO SUL,MUNDO NOVO,12731,7482,3815,629,795,10,0
MATO GROSSO DO SUL,NAVIRAI,42049,22807,14481,2400,2321,40,0
MATO GROSSO DO SUL,NIOAQUE,7859,4611,2616,403,224,5,0
MATO GROSSO DO SUL,NOVA ALVORADA DO SUL,14163,8259,3756,1113,1030,5,0
MATO GROSSO DO SUL,NOVA ANDRADINA,43600,24602,14167,2319,2468,44,0
MATO GROSSO DO SUL,NOVO HORIZONTE DO SUL,3729,2054,1381,166,127,1,0
MATO GROSSO DO SUL,PARAISO DAS AGUAS,3270,2095,494,335,346,0,0
MATO GROSSO DO SUL,PARANAIBA,40072,21387,14822,1672,2123,68,0
MATO GROSSO DO SUL,PARANHOS,3006,1960,691,235,119,1,0
MATO GROSSO DO SUL,PEDRO GOMES,4842,2449,1988,239,160,6,0
MATO GROSSO DO SUL,PONTA PORA,55665,38723,8633,4509,3720,80,0
MATO GROSSO DO SUL,PORTO MURTINHO,3899,2135,1374,187,201,2,0
MATO GROSSO DO SUL,RIBAS DO RIO PARDO,17944,9072,5551,1545,1761,15,0
MATO GROSSO DO SUL,RIO BRILHANTE,24960,13591,7391,1813,2148,17,0
MATO GROSSO DO SUL,RIO NEGRO,3456,1959,1174,199,116,8,0
MATO GROSSO DO SUL,RIO VERDE DE MATO GROSSO,13836,7277,5381,711,447,20,0
MATO GROSSO DO SUL,ROCHEDO,2883,1855,769,155,103,1,0
MATO GROSSO DO SUL,SANTA RITA DO PARDO,4505,2929,1077,343,154,2,0
MATO GROSSO DO SUL,SAO GABRIEL DO OESTE,27995,14967,7446,2584,2974,24,0
MATO GROSSO DO SUL,SELVIRIA,5148,3496,1126,242,275,9,0
MATO GROSSO DO SUL,SETE QUEDAS,5468,3009,1522,493,441,3,0
MATO GROSSO DO SUL,SIDROLANDIA,28878,16644,8005,2171,2043,15,0
MATO GROSSO DO SUL,SONORA,11808,4962,5040,769,1027,10,0
MATO GROSSO DO SUL,TACURU,3482,2219,883,236,141,3,0
MATO GROSSO DO SUL,TAQUARUSSU,2310,1442,672,118,78,0,0
MATO GROSSO DO SUL,TERENOS,9235,5387,2653,751,431,13,0
MATO GROSSO DO SUL,TRES LAGOAS,116668,64565,39235,5067,7599,202,0
MATO GROSSO DO SUL,VICENTINA,5241,2939,1576,441,273,12,0
MINAS GERAIS,ABADIA DOS DOURADOS,5194,3389,1307,321,175,2,0
MINAS GERAIS,ABAETE,16199,10902,3744,910,601,42,0
MINAS GERAIS,ABRE CAMPO,8317,5054,2478,517,260,8,0
MINAS GERAIS,ACAIACA,2401,1429,798,98,75,1,0
MINAS GERAIS,ACUCENA,4632,2282,2090,197,61,2,0
MINAS GERAIS,AGUA BOA,5826,2592,2913,215,106,0,0
MINAS GERAIS,AGUA COMPRIDA,1205,842,162,111,90,0,0
MINAS GERAIS,AGUANIL,2369,1681,489,132,63,4,0
MINAS GERAIS,AGUAS FORMOSAS,7946,4223,3309,273,136,5,0
MINAS GERAIS,AGUAS VERMELHAS,3414,1675,1426,242,70,1,0
MINAS GERAIS,AIMORES,11424,4554,6198,407,250,15,0
MINAS GERAIS,AIURUOCA,4155,2578,1264,214,94,5,0
MINAS GERAIS,ALAGOA,1555,927,523,85,19,1,0
MINAS GERAIS,ALBERTINA,2331,1552,612,142,22,3,0
MINAS GERAIS,ALEM PARAIBA,27005,17678,5972,2159,1148,48,0
MINAS GERAIS,ALFENAS,59722,41356,14617,2227,1469,53,0
MINAS GERAIS,ALFREDO VASCONCELOS,4672,2870,1228,340,232,2,0
MINAS GERAIS,ALMENARA,19266,9102,9181,682,295,6,0
MINAS GERAIS,ALPERCATA,3017,1697,1075,159,86,0,0
MINAS GERAIS,ALPINOPOLIS,16759,12182,3342,902,305,28,0
MINAS GERAIS,ALTEROSA,11353,7128,3511,530,176,8,0
MINAS GERAIS,ALTO CAPARAO,4133,2323,1597,149,64,0,0
MINAS GERAIS,ALTO JEQUITIBA,6668,3978,2413,154,119,4,0
MINAS GERAIS,ALTO RIO DOCE,6195,3069,2790,250,82,4,0
MINAS GERAIS,ALVARENGA,2460,1155,1195,86,22,2,0
MINAS GERAIS,ALVINOPOLIS,8003,4758,2788,368,77,12,0
MINAS GERAIS,ALVORADA DE MINAS,2120,1178,811,109,20,2,0
MINAS GERAIS,AMPARO DA SERRA,2371,1187,1025,115,43,1,0
MINAS GERAIS,ANDRADAS,33531,23141,8269,1640,444,37,0
MINAS GERAIS,ANDRELANDIA,6376,4654,1283,286,130,23,0
MINAS GERAIS,ANGELANDIA,4165,2029,1866,226,43,1,0
MINAS GERAIS,ANTONIO CARLOS,6301,4082,1659,375,178,7,0
MINAS GERAIS,ANTONIO DIAS,4306,2556,1263,365,113,9,0
MINAS GERAIS,ANTONIO PRADO DE MINAS,963,500,398,40,24,1,0
MINAS GERAIS,ARACAI,896,640,184,45,25,2,0
MINAS GERAIS,ARACITABA,718,429,236,33,18,2,0
MINAS GERAIS,ARACUAI,18329,7206,10117,661,338,7,0
MINAS GERAIS,ARAGUARI,100967,58810,30456,5312,6320,69,0
MINAS GERAIS,ARANTINA,1541,994,426,85,36,0,0
MINAS GERAIS,ARAPONGA,5336,2405,2728,171,32,0,0
MINAS GERAIS,ARAPORA,4586,2121,1119,843,495,8,0
MINAS GERAIS,ARAPUA,2239,1343,669,163,62,2,0
MINAS GERAIS,ARAUJOS,5809,3630,1672,219,284,4,0
MINAS GERAIS,ARAXA,86334,60853,18586,3741,2952,202,0
MINAS GERAIS,ARCEBURGO,6751,4457,1578,528,173,15,0
MINAS GERAIS,ARCOS,37568,22238,9699,3027,2493,111,0
MINAS GERAIS,AREADO,9725,7258,1769,452,219,27,0
MINAS GERAIS,ARGIRITA,1098,748,235,78,34,3,0
MINAS GERAIS,ARICANDUVA,2247,934,1215,86,12,0,0
MINAS GERAIS,ARINOS,8301,4631,2458,624,580,8,0
MINAS GERAIS,ASTOLFO DUTRA,8168,4881,2711,388,180,8,0
MINAS GERAIS,ATALEIA,4084,1869,1935,213,64,3,0
MINAS GERAIS,AUGUSTO DE LIMA,1792,1133,487,88,79,5,0
MINAS GERAIS,BAEPENDI,13266,8152,4200,693,213,8,0
MINAS GERAIS,BALDIM,4369,2916,1037,327,87,2,0
MINAS GERAIS,BAMBUI,18105,13030,3246,1018,772,39,0
MINAS GERAIS,BANDEIRA,1224,485,670,61,8,0,0
MINAS GERAIS,BANDEIRA DO SUL,4088,3104,687,227,62,8,0
MINAS GERAIS,BARAO D0 MONTE ALTO,1968,975,876,84,33,0,0
MINAS GERAIS,BARAO DE COCAIS,20882,13885,5406,1159,388,44,0
MINAS GERAIS,BARBACENA,80847,57838,17752,2825,2225,207,0
MINAS GERAIS,BARRA LONGA,3016,1720,1154,110,32,0,0
MINAS GERAIS,BARROSO,13395,8146,3661,836,735,17,0
MINAS GERAIS,BELA VISTA DE MINAS,5167,3875,877,282,128,5,0
MINAS GERAIS,BELMIRO BRAGA,1381,947,259,137,36,2,0
MINAS GERAIS,BELO HORIZONTE,2904961,2417385,356577,90242,32539,8218,0
MINAS GERAIS,BELO ORIENTE,13018,8009,3564,633,799,13,0
MINAS GERAIS,BELO VALE,6653,4177,1619,691,162,4,0
MINAS GERAIS,BERILO,4663,1710,2731,169,53,0,0
MINAS GERAIS,BERIZAL,2136,946,1067,90,33,0,0
MINAS GERAIS,BERTOPOLIS,971,459,472,31,9,0,0
MINAS GERAIS,BETIM,261929,181119,48303,17410,14679,418,0
MINAS GERAIS,BIAS FORTES,1347,851,428,59,8,1,0
MINAS GERAIS,BICAS,8842,6648,1488,371,317,18,0
MINAS GERAIS,BIQUINHAS,1894,1292,408,101,88,5,0
MINAS GERAIS,BOA ESPERANCA,29251,20273,6576,1536,834,32,0
MINAS GERAIS,BOCAINA DE MINAS,3456,1990,1245,167,54,0,0
MINAS GERAIS,BOCAIUVA,28498,16047,10078,1443,920,10,0
MINAS GERAIS,BOM DESPACHO,39326,26225,8681,2319,1941,160,0
MINAS GERAIS,BOM JARDIM DE MINAS,4548,3081,1151,215,95,6,0
MINAS GERAIS,BOM JESUS DA PENHA,4644,2643,1566,318,117,0,0
MINAS GERAIS,BOM JESUS DO AMPARO,3492,2393,747,254,90,8,0
MINAS GERAIS,BOM JESUS DO GALHO,7143,3422,3367,231,117,6,0
MINAS GERAIS,BOM REPOUSO,9894,6458,2996,314,122,4,0
MINAS GERAIS,BOM SUCESSO,9462,6922,1849,439,240,12,0
MINAS GERAIS,BONFIM,5274,2828,2091,269,83,3,0
MINAS GERAIS,BONFINOPOLIS DE MINAS,3512,2077,997,231,204,3,0
MINAS GERAIS,BONITO DE MINAS,2092,901,1003,126,62,0,0
MINAS GERAIS,BORDA DA MATA,12327,8668,2910,492,237,20,0
MINAS GERAIS,BOTELHOS,11107,8129,2250,489,217,22,0
MINAS GERAIS,BOTUMIRIM,1890,865,860,116,48,1,0
MINAS GERAIS,BRAS PIRES,2875,1496,1180,138,60,1,0
MINAS GERAIS,BRASILANDIA DE MINAS,9403,5144,2833,755,666,5,0
MINAS GERAIS,BRASILIA DE MINAS,16686,8365,7168,635,513,5,0
MINAS GERAIS,BRAUNAS,1747,875,756,74,42,0,0
MINAS GERAIS,BRAZOPOLIS,9174,6377,2199,460,125,13,0
MINAS GERAIS,BRUMADINHO,29896,19867,6179,2902,917,31,0
MINAS GERAIS,BUENO BRANDAO,9695,6663,2502,389,122,19,0
MINAS GERAIS,BUENOPOLIS,5018,3036,1577,249,150,6,0
MINAS GERAIS,BUGRE,1912,1134,685,74,17,2,0
MINAS GERAIS,BURITIS,12803,7363,3222,1003,1212,3,0
MINAS GERAIS,BURITIZEIRO,12878,6176,5297,783,616,6,0
MINAS GERAIS,CABECEIRA GRANDE,1534,874,378,150,132,0,0
MINAS GERAIS,CABO VERDE,7680,5820,1317,422,105,16,0
MINAS GERAIS,CACHOEIRA DA PRATA,1923,1363,378,114,64,4,0
MINAS GERAIS,CACHOEIRA DE MINAS,6419,4397,1676,248,86,12,0
MINAS GERAIS,CACHOEIRA DE PAJEU,2358,1356,841,114,46,1,0
MINAS GERAIS,CACHOEIRA DOURADA,1371,765,406,71,129,0,0
MINAS GERAIS,CAETANOPOLIS,6689,4312,1765,356,247,9,0
MINAS GERAIS,CAETE,28527,18860,7638,1322,673,34,0
MINAS GERAIS,CAIANA,2670,1332,1161,122,51,4,0
MINAS GERAIS,CAJURI,2287,1093,998,157,39,0,0
MINAS GERAIS,CALDAS,9575,7139,1640,594,189,13,0
MINAS GERAIS,CAMACHO,2118,1187,758,149,24,0,0
MINAS GERAIS,CAMANDUCAIA,17933,11562,4977,881,486,27,0
MINAS GERAIS,CAMBUI,23975,15765,6500,1228,464,18,0
MINAS GERAIS,CAMBUQUIRA,7672,5601,1587,393,85,6,0
MINAS GERAIS,CAMPANARIO,1254,722,451,42,37,2,0
MINAS GERAIS,CAMPANHA,10643,7123,2779,509,222,10,0
MINAS GERAIS,CAMPESTRE,19646,12510,5786,1009,326,15,0
MINAS GERAIS,CAMPINA VERDE,11922,7782,2836,586,705,13,0
MINAS GERAIS,CAMPO AZUL,1061,522,483,40,16,0,0
MINAS GERAIS,CAMPO BELO,39075,24709,10547,2316,1445,58,0
MINAS GERAIS,CAMPO DO MEIO,6918,4708,1700,317,180,13,0
MINAS GERAIS,CAMPO FLORIDO,4808,3085,843,479,399,2,0
MINAS GERAIS,CAMPOS ALTOS,9850,7487,1256,805,273,29,0
MINAS GERAIS,CAMPOS GERAIS,16499,11507,3720,939,310,23,0
MINAS GERAIS,CANA VERDE,3624,2095,1140,221,161,7,0
MINAS GERAIS,CANAA,3194,1350,1707,97,40,0,0
MINAS GERAIS,CANAPOLIS,6665,4051,1549,586,474,5,0
MINAS GERAIS,CANDEIAS,10903,6312,3210,740,631,10,0
MINAS GERAIS,CANTAGALO,2201,1163,911,82,42,3,0
MINAS GERAIS,CAPARAO,3469,1750,1573,106,36,4,0
MINAS GERAIS,CAPELA NOVA,2783,1506,1167,81,29,0,0
MINAS GERAIS,CAPELINHA,33031,16660,13687,1811,855,18,0
MINAS GERAIS,CAPETINGA,4251,2977,581,443,235,15,0
MINAS GERAIS,CAPIM BRANCO,5695,4012,1250,263,165,5,0
MINAS GERAIS,CAPINOPOLIS,11019,5800,2939,940,1331,9,0
MINAS GERAIS,CAPITAO ANDRADE,3055,1218,1626,129,80,2,0
MINAS GERAIS,CAPITAO ENEAS,5493,2601,2416,294,176,6,0
MINAS GERAIS,CAPITOLIO,8709,5661,2195,329,515,9,0
MINAS GERAIS,CAPUTIRA,6926,3875,2645,308,88,10,0
MINAS GERAIS,CARAI,5442,2187,2910,295,46,4,0
MINAS GERAIS,CARANAIBA,1307,809,420,63,14,1,0
MINAS GERAIS,CARANDAI,17117,11635,3398,1273,786,25,0
MINAS GERAIS,CARANGOLA,19324,10875,7281,677,454,37,0
MINAS GERAIS,CARATINGA,57013,32288,21166,2659,834,66,0
MINAS GERAIS,CARBONITA,6437,3210,2644,386,193,4,0
MINAS GERAIS,CAREACU,3692,2580,585,352,170,5,0
MINAS GERAIS,CARLOS CHAGAS,7128,3252,3331,345,196,4,0
MINAS GERAIS,CARMESIA,2937,862,502,1520,50,3,0
MINAS GERAIS,CARMO DA CACHOEIRA,6141,4552,917,488,180,4,0
MINAS GERAIS,CARMO DA MATA,8545,5116,2352,742,315,20,0
MINAS GERAIS,CARMO DE MINAS,6030,3924,1683,326,93,4,0
MINAS GERAIS,CARMO DO CAJURU,17205,9937,5712,905,611,40,0
MINAS GERAIS,CARMO DO PARANAIBA,25575,16564,6771,1372,828,40,0
MINAS GERAIS,CARMO DO RIO CLARO,14614,10238,3158,828,370,20,0
MINAS GERAIS,CARMOPOLIS DE MINAS,14025,8045,3861,1419,681,19,0
MINAS GERAIS,CARNEIRINHO,6596,4038,1617,391,536,14,0
MINAS GERAIS,CARRANCAS,2232,1660,374,123,71,4,0
MINAS GERAIS,CARVALHOPOLIS,2465,1594,744,91,36,0,0
MINAS GERAIS,CARVALHOS,2789,1720,889,139,38,3,0
MINAS GERAIS,CASA GRANDE,1361,730,513,82,30,6,0
MINAS GERAIS,CASCALHO RICO,1370,901,292,114,63,0,0
MINAS GERAIS,CASSIA,12888,8902,2039,1094,836,17,0
MINAS GERAIS,CATAGUASES,43095,23342,17037,1426,1236,54,0
MINAS GERAIS,CATAS ALTAS,3482,2581,513,271,112,5,0
MINAS GERAIS,CATAS ALTAS DA NORUEGA,1590,793,699,79,18,1,0
MINAS GERAIS,CATUJI,2309,1260,860,155,34,0,0
MINAS GERAIS,CATUTI,6246,2244,3822,96,84,0,0
MINAS GERAIS,CAXAMBU,13342,9406,3149,417,347,23,0
MINAS GERAIS,CEDRO DO ABAETE,557,381,144,26,5,1,0
MINAS GERAIS,CENTRAL DE MINAS,4750,2203,2258,177,111,1,0
MINAS GERAIS,CENTRALINA,4469,2456,1289,293,429,2,0
MINAS GERAIS,CHACARA,1508,889,454,108,53,4,0
MINAS GERAIS,CHALE,4880,1943,2710,163,59,5,0
MINAS GERAIS,CHAPADA DO NORTE,2800,1096,1561,105,36,2,0
MINAS GERAIS,CHAPADA GAUCHA,5379,2746,1777,461,395,0,0
MINAS GERAIS,CHIADOR,2182,1410,337,304,129,2,0
MINAS GERAIS,CIPOTANEA,4610,2005,2355,181,68,1,0
MINAS GERAIS,CLARAVAL,2761,1984,513,191,68,5,0
MINAS GERAIS,CLARO DOS POCOES,2572,1333,1038,148,53,0,0
MINAS GERAIS,CLAUDIO,25118,15820,6517,1747,1005,29,0
MINAS GERAIS,COIMBRA,4866,2647,1923,214,79,3,0
MINAS GERAIS,COLUNA,5100,2283,2624,120,72,1,0
MINAS GERAIS,COMENDADOR GOMES,1512,968,379,108,55,2,0
MINAS GERAIS,COMERCINHO,2413,901,1423,81,8,0,0
MINAS GERAIS,CONCEICAO DA APARECIDA,8065,5298,2260,358,131,18,0
MINAS GERAIS,CONCEICAO DA BARRA DE MINAS,2487,1465,828,145,38,11,0
MINAS GERAIS,CONCEICAO DAS ALAGOAS,16412,10070,4065,1157,1106,14,0
MINAS GERAIS,CONCEICAO DAS PEDRAS,1824,1218,528,64,9,5,0
MINAS GERAIS,CONCEICAO DE IPANEMA,2537,1062,1365,87,18,5,0
MINAS GERAIS,CONCEICAO DO MATO DENTRO,11377,6864,3705,614,190,4,0
MINAS GERAIS,CONCEICAO DO PARA,3559,2095,1111,204,146,3,0
MINAS GERAIS,CONCEICAO DO RIO VERDE,6776,4862,1334,427,146,7,0
MINAS GERAIS,CONCEICAO DOS OUROS,6313,4578,1248,380,104,3,0
MINAS GERAIS,CONEGO MARINHO,1988,771,1101,83,33,0,0
MINAS GERAIS,CONFINS,6638,4385,1274,658,319,2,0
MINAS GERAIS,CONGONHAL,8476,5463,2271,486,241,15,0
MINAS GERAIS,CONGONHAS,35414,24727,6556,2648,1434,49,0
MINAS GERAIS,CONGONHAS DO NORTE,2044,1107,792,109,36,0,0
MINAS GERAIS,CONQUISTA,3883,2942,454,279,199,9,0
MINAS GERAIS,CONSELHEIRO LAFAIETE,91843,62378,23262,3821,2209,173,0
MINAS GERAIS,CONSELHEIRO PENA,11546,5638,5259,414,218,17,0
MINAS GERAIS,CONSOLACAO,797,534,224,30,9,0,0
MINAS GERAIS,CONTAGEM,397143,279243,75651,26358,14946,945,0
MINAS GERAIS,COQUEIRAL,5914,4086,1477,237,112,2,0
MINAS GERAIS,CORACAO DE JESUS,9918,5108,4094,481,227,8,0
MINAS GERAIS,CORDISBURGO,3952,2653,1016,200,72,11,0
MINAS GERAIS,CORDISLANDIA,1648,1224,294,99,31,0,0
MINAS GERAIS,CORINTO,14079,8416,4513,696,434,20,0
MINAS GERAIS,COROACI,4092,1859,2010,179,42,2,0
MINAS GERAIS,COROMANDEL,23084,15885,4045,1710,1388,56,0
MINAS GERAIS,CORONEL FABRICIANO,60764,38917,17593,2656,1493,105,0
MINAS GERAIS,CORONEL MURTA,3210,1232,1851,88,39,0,0
MINAS GERAIS,CORONEL PACHECO,949,728,142,55,22,2,0
MINAS GERAIS,CORONEL XAVIER CHAVES,1750,1099,465,125,57,4,0
MINAS GERAIS,CORREGO DANTA,1712,1306,204,110,86,6,0
MINAS GERAIS,CORREGO DO BOM JESUS,2707,1685,862,103,49,8,0
MINAS GERAIS,CORREGO FUNDO,4918,2861,1084,663,304,6,0
MINAS GERAIS,CORREGO NOVO,1397,678,634,58,26,1,0
MINAS GERAIS,COUTO DE MAGALHAES DE MINAS,2129,1431,533,101,62,2,0
MINAS GERAIS,CRISOLITA,1280,635,583,48,14,0,0
MINAS GERAIS,CRISTAIS,9185,6373,2226,386,190,10,0
MINAS GERAIS,CRISTALIA,2515,996,1388,92,39,0,0
MINAS GERAIS,CRISTIANO OTONI,3759,2350,846,397,160,6,0
MINAS GERAIS,CRISTINA,5065,3321,1462,197,79,6,0
MINAS GERAIS,CRUCILANDIA,4118,2340,1474,256,46,2,0
MINAS GERAIS,CRUZEIRO DA FORTALEZA,2575,1640,608,201,125,1,0
MINAS GERAIS,CRUZILIA,11030,7481,2682,607,251,9,0
